"state","name","category","total_liabilities","bonds_outstanding","compensated_absences","leases","loans_outstanding","net_pension_liability","net_opeb_liability"
"CA","Coalinga Huron Unified School District","School District",133888000,58203000,238000,20000,0,52250000,9341000
"CA","Dublin Unified School District","School District",752782610,598905754,0,0,0,130578000,0
"CA","Evergreen Elementary School District","School District",345935005,179109916,367507,0,0,114982208,42488565
"CA","Bonita Unified School District","School District",292620639,137032906,2135194,190657,0,118206688,27504585
"CA","Brawley Union High School District","School District",47201995,12480078,235665,3176470,0,25247409,3439318
"CA","Greater Anaheim Special Education Local Plan Area","School District",17410853,0,0,0,0,1653334,1060178
"CA","Marysville Joint Unified School District","School District",257132651,79581127,834628,0,0,116532824,18970545
"CA","Newport-Mesa Unified School District","School District",841014086,346066856,4609951,65197,1285716,327110779,121470255
"CA","Richgrove Elementary School District","School District",12948354,0,60631,0,0,9887948,1161839
"TN","Lookout Mountain","General Purpose",637776,0,0,0,0,588576,0
"AZ","Casa Grande Union High School District No. 82","School District",41864117,15925067,842821,1045370,0,22797308,0
"NC","Asheboro Housing Authority","Special District",3209268,0,84076,0,921951,241960,1772545
"MO","Ozarks Technical Community College","Community College District",78100460,12264076,1526406,0,0,42469723,3213745
"CA","Beaumont Unified School District","School District",268354022,113795874,584038,0,7747701,112602185,12889273
"CA","Morgan Hill Unified School District","School District",288800440,125560681,300488,0,0,92314380,46343348
"CA","Oak Park Unified School District","School District",136862346,80618645,508243,224710,0,49095517,0
"UT","Washington County Water Conservancy District","Special District",64250718,56726011,0,0,0,789307,0
"CA","Merced County Office of Education","School District",135648691,842006,700564,0,0,92307421,9965362
"KS","Fort Scott","General Purpose",0,0,647277,0,0,0,0
"CA","Evergreen Union Elementary School District","School District",16542484,0,50232,427049,0,14312247,0
"MI","Baroda-Lake Township Police Department","Special District",181736,0,24036,0,0,150219,0
"UT","Weber Area Dispatch 911 and Emergency Services District","Special District",8320955,4782000,241461,0,0,1000449,2185989
"OH","Mental Health and Recovery Services Board of Allen","Special District",0,0,0,0,0,0,0
"WV","Central West Virginia Regional Airport Authority","Special District",11946845,7254353,262584,0,0,494425,814949
"WV","Housing Authority of the City of Grafton","Special District",186199,0,16165,0,0,0,0
"WV","Kanawha Valley Regional Transportation Authority","Special District",10670733,0,0,0,0,7797709,2156005
"OK","South Coffeyville","General Purpose",461561,0,0,0,0,0,0
"IL","Regional Transportation Authority","Special District",2018802000,1796758000,626000,0,0,4735000,615000
"TN","Weakley County Municipal Electric System","Special District",12839080,0,0,0,1656037,2505558,0
"OH","Bowling Green State University - WBGU-TV","Public Higher Education",2090421,0,186527,0,0,596050,346890
"LA","DeSoto Parish Tax Assessor","Special District",3263088,0,32981,6217,0,148441,3057385
"CA","Cotati-Rohnert Park Unified School District","School District",272735499,189724747,204978,0,0,57661236,12296027
"IL","Illinois Valley Central Unit School District No. 321","School District",7488859,7379580,0,0,0,0,0
"CA","West Kern Community College District","Community College District",120655298,32371340,676179,0,0,30211312,17883577
"NY","Genesee Community College","Community College District",23471245,0,522383,28615,0,9120826,3998511
"AL","Marion Military Institute","Community College District",16140503,0,563308,96950,0,8869000,3457478
"CA","San Mateo County Community College District","Community College District",1343005642,1073938968,7225542,0,0,209103000,0
"CA","West Valley-Mission Community College District","Community College District",0,0,0,0,0,144817727,0
"CA","Mckinleyville Union School District","School District",38425183,23777157,57997,0,187627,12370610,1074961
"CA","University of California Hastings College of the Law","Public Higher Education",191160605,18772933,1399687,56727853,0,40007000,45135000
"IL","Burlington","General Purpose",448096,273866,0,0,0,4806,0
"CA","Butte-Glenn Community College District","Community College District",324839820,151838887,4141814,5799763,223251,90156930,0
"MA","Berkshire Community College","Community College District",7235000,307069,1645429,0,0,707064,1332922
"NE","Wakefield Community School District No. 560","School District",0,0,0,0,460170,0,0
"CA","Oceanside Unified School District","School District",563485571,297506358,1475261,0,0,214704447,18515957
"IL","Lake Villa","General Purpose",6450534,2407928,0,0,3975830,0,0
"NJ","Lakehurst Borough","General Purpose",0,7720000,41589,0,2504902,3658762,0
"CA","Stockton Unified School District","School District",1251053042,498077496,2445386,0,0,501211000,133467099
"CA","Redondo Beach Unified School District","School District",413943435,257058434,1483299,0,0,130411436,0
"CA","Pittsburg Unified School District","School District",557183490,319225134,1035408,0,4144616,143839475,47705795
"CA","Placentia-Yorba Linda Unified School District","School District",769123429,302166968,3481085,0,0,280314281,54611063
"CO","Centennial Board of Cooperative Educational Services","School District",14238770,0,351615,36324,0,12065002,593189
"CO","Arapahoe County School District Number Six","School District",791502218,479499666,2340218,0,0,267994602,13176536
"CA","South Pasadena Unified School District","School District",197229162,118364211,403058,0,0,53998383,15406322
"FL","District School Board of Pinellas County","School District",931076698,14000,94211770,3873480,0,608061187,52281715
"CO","Mesa County Valley School District No. 51","School District",605483742,166930000,2215999,7474635,0,322868806,15874668
"IA","Centerville Community School District","School District",16739000,5533479,122986,295791,0,7225367,961584
"NC","Whiteville City Schools Board of Education","School District",34174602,0,1561259,54161,0,8730014,22854343
"NE","Meridian Public Schools District No. 303","School District",0,0,0,0,0,0,0
"NE","Overton Public Schools District No. 4","School District",0,0,0,0,0,0,0
"NE","Oakland-Craig Public Schools District No. 14","School District",0,4625000,0,40562,0,0,0
"NE","Roseland School District No. 1","School District",0,3655000,0,223220,0,1154785,0
"NE","Loup County School District No. 25","School District",12105,0,0,12468,0,673950,0
"NE","Giltner Public Schools District No. 41","School District",0,585000,0,450,0,0,0
"MI","Barton Township","General Purpose",0,0,0,0,0,0,0
"NE","Syracuse Dunbar Avoca Public Schools District No. 27","School District",0,0,0,0,0,0,0
"MI","Local Development Finance Authority of the Cities of Houghton and Hancock","Special District",0,0,0,0,0,0,0
"AR","Emerson-Taylor-Bradley School District","School District",13229,8885000,0,0,0,9099474,0
"CA","Salinas City Elementary School District","School District",194570073,43215209,312164,244382,21000,99147963,27944518
"LA","Employees' Retirement System of the City of Baton Rouge and Parish of East Baton Rouge","Special District",574915,0,0,0,0,584398857,3639141
"CA","Hartnell Community College District","Community College District",325670786,243772273,990185,0,0,61786906,1017690
"CA","Redwoods Community College District","Community College District",81129241,27340681,839042,0,0,35508561,5543478
"NY","Orange County Community College","Community College District",246439687,0,1387224,108289,0,13958195,221922017
"IL","City Colleges of Chicago Community College District No. 508","Community College District",517170969,314797847,6614430,7794593,0,0,107291401
"IA","Hartley-Melvin-Sanborn Community School District","School District",27978262,21005000,0,0,0,3473873,601560
"MI","Public Schools of Calumet Laurium & Keweenaw","School District",48485947,15294171,160208,0,0,24473904,5225386
"NE","Ainsworth Community Schools District No. 10","School District",0,0,0,2144000,0,0,0
"NE","Boyd County Schools District No. 51","School District",0,0,0,0,0,0,0
"NE","Pawnee City Public Schools District No. 1","School District",0,545000,0,21875,0,0,0
"AR","Dollarway School District No.2","School District",192611,12710000,0,129238,0,10198317,0
"AR","Conway School District No.1","School District",0,149065000,0,76703,0,80186980,0
"AK","Lower Kuskokwim School District","School District",111797422,0,1506819,0,0,61409143,1137147
"AK","Delta-Greely School District","School District",8306697,0,289241,0,0,7335004,103394
"TX","Montague County","General Purpose",1763558,855000,0,908558,0,0,0
"MI","Bear Lake Township","General Purpose",187686,0,0,0,183796,0,0
"NE","Minden Public Schools District No. 503","School District",0,20960000,0,181743,0,0,0
"LA","Southeastern Louisiana Area Health Education Center","School District",4431887,0,0,0,112127,0,0
"IA","Iowa Western Community College","Community College District",143413980,81120758,539360,471996,0,8436711,373601
"MI","Batavia Township","General Purpose",0,0,0,0,0,0,0
"OK","Watonga","General Purpose",3393975,1086717,60766,0,0,1679261,0
"NE","Hartington-Newcastle Public Schools District No. 8","School District",0,0,0,0,0,0,0
"AR","Cross County School District No.7","School District",0,7380000,0,603663,0,5141687,0
"IL","Maywood-Melrose Park-Broadview School District 89","School District",72354131,26231431,80329,0,0,4013216,31277008
"MI","Bearinger Township","General Purpose",300,0,0,0,0,0,0
"CA","Rio Hondo Community College District","Community College District",314786628,191880461,1016488,0,0,91670265,5475876
"MA","Springfield Technical Community College","Community College District",18148977,0,3639307,0,0,1779868,3355366
"AR","Smackover-Norphlet School District No. 39","School District",36287,8435000,0,0,0,9356506,0
"LA","St. Martin Parish School Board","School District",322529336,115163951,3898492,0,0,87786720,103288550
"AR","Great Rivers Educational Service Cooperative","School District",0,0,0,0,0,3913175,0
"PA","Meadville","General Purpose",66501952,49013392,162036,0,0,7989608,3800032
"IL","Burr Ridge Community Consolidated School District 180","School District",9909,0,0,0,0,901155,5855286
"NE","Johnson-Brock Public Schools District No. 23","School District",0,135000,0,0,0,0,0
"IA","Linn-Mar Community School District","School District",208378651,131927489,13331,0,0,44450304,3137166
"IL","Godfrey","General Purpose",1297164,0,52760,0,0,360630,0
"IL","Maercker School District No. 60","School District",55789130,38782290,0,890408,0,2251334,11898287
"IL","Granite City Community Unit School District No.9","School District",0,0,0,0,0,0,0
"TN","Board of Education of Collierville Schools","School District",18741366,0,0,2374601,0,0,8116311
"NE","Cedar Bluffs Public Schools District No. 107","School District",0,265000,0,0,0,0,0
"OK","Grant County","General Purpose",0,0,0,0,0,0,0
"AZ","Laveen Elementary School District No. 59","School District",84226754,30276840,958359,0,0,47346576,0
"OR","Columbia Soil and Water Conservation District","Special District",221940,0,20391,0,149138,0,0
"PA","East Hempfield Township","General Purpose",14572037,0,198782,610243,64871,917424,6600401
"LA","Eleventh and Forty-Second Judicial Districts Indigent Defender Fund","Special District",53565,0,0,30400,0,0,0
"UT","Alta","General Purpose",368137,0,52254,18060,0,162248,0
"NE","Humboldt Table Rock Steinauer Public School District No. 74","School District",0,335000,0,0,0,0,0
"AL","J.F. Ingram State Technical College","Community College District",15751870,0,468427,0,0,11099801,3252767
"IL","Plainfield Community Consolidated School District 202","School District",433690092,182718687,350285,24987124,7835000,23572752,160452553
"IL","Mannheim School District No. 83","School District",61422940,34025000,0,0,0,3826386,23283093
"IL","Flora Community Unit School District 35","School District",6997325,6785000,0,212325,0,0,0
"AZ","Bullhead City Elementary School District No. 15","School District",17535539,1004000,372034,85831,0,14671938,0
"WV","Morgantown","General Purpose",187749112,5627783,1544165,802864,0,137983071,18566681
"WV","Putnam County","General Purpose",29705269,11157007,737730,11401522,0,1549932,2970477
"MA","Bristol Community College","Community College District",32902947,0,3184403,216732,0,7813926,14730564
"KY","Eminence Independent Board of Education","School District",20908901,14264786,21250,311661,4254,3408706,2736974
"KY","Jefferson County Board of Education","School District",1662666688,497526752,47692705,0,0,534348849,431036181
"NC","Carteret County Board of Education","School District",139355912,0,5520963,0,0,33735115,89967728
"KY","Jessamine County School District","School District",175547120,110753064,822298,0,0,31301620,24780959
"KY","Russellville Independent School District","School District",16085955,7662670,281652,43547,0,4204917,3104405
"MI","Beaugrand Township","General Purpose",8136,0,0,0,0,0,0
"CA","California Virtual Academy @ San Diego","Charter School",3948465,0,0,1028620,0,0,0
"KS","Northwest Kansas Technical College","Public Higher Education",2004300,0,0,0,0,0,0
"IL","Lee County Special Education Association","School District",63896345,42333087,108252,0,0,2073287,13680455
"MI","Beaver Creek Township","General Purpose",202071,0,0,0,0,0,0
"IL","East Peoria Community High School District No. 309","School District",11129446,7497000,0,3029480,0,0,0
"KS","Unified School District No. 470","School District",0,33575000,147174,211737,0,23037292,0
"KS","Flint Hills Technical College","Community College District",910502,0,200207,0,0,0,180452
"MD","Allegany College of Maryland","Community College District",6168814,0,706178,186760,0,747514,0
"MO","Macon County R-I School District","School District",6730000,0,0,6730000,0,11141023,0
