"abbreviation","name","category","population"
"MD","Princess Anne","General Purpose","3564"
"MD","St Michaels","General Purpose","1028"
"MD","Garrett Park","General Purpose","1055"
"ME","PlantationHighland","General Purpose","70"
"ME","PlantationSt John","General Purpose","250"
"NH","PlantationMagalloway","General Purpose","45"
"ME","Bar Harbor","General Purpose","5434"
"ME","East Millinocket","General Purpose","1640"
"ME","Farmingdale","General Purpose","2911"
"ME","Cranberry Isles","General Purpose","138"
"ME","Denmark","General Purpose","1142"
"ME","Hanover","General Purpose","261"
"ME","Dover-Foxcroft","General Purpose","4047"
"ME","Madison","General Purpose","4693"
"ME","Winslow","General Purpose","7612"
"ME","Winterport","General Purpose","3963"
"ME","Waterboro","General Purpose","7837"
"OH","Youngstown","General Purpose","64604"
"NJ","Stone Harbor Borough","General Purpose","822"
"MA","Somerville","General Purpose","81360"
"MA","Springfield","General Purpose","154758"
"AR","Lawrence County","General Purpose","16525"
"MA","West Springfield","General Purpose","28704"
"MI","Arvon Township","General Purpose","439"
"IL","Township of Stickney and Stickney Public Health District","Special District","40495"
"MA","Dalton","General Purpose","6581"
"MI","Benzie County","General Purpose","17573"
"MA","Mt Washington","General Purpose","158"
"MI","Cheboygan County","General Purpose","25369"
"MA","ManchesterByTheSea","General Purpose","5393"
"MI","Crawford County","General Purpose","13907"
"MI","Manistee County","General Purpose","24427"
"MA","Leverett","General Purpose","1853"
"MA","Holland","General Purpose","2496"
"MA","Southampton","General Purpose","6196"
"MI","Montmorency County","General Purpose","9250"
"MI","Ontonagon County","General Purpose","5881"
"MI","Ottawa County","General Purpose","286383"
"MA","Lakeville","General Purpose","11424"
"MA","Arlington","General Purpose","45510"
"MA","Hardwick","General Purpose","3025"
"MA","Northborough","General Purpose","15033"
"MA","Fairhaven","General Purpose","16055"
"MA","Worcester","General Purpose","185677"
"MA","North Brookfield","General Purpose","4793"
"MA","Wakefield","General Purpose","27157"
"MA","Salisbury","General Purpose","9400"
"MI","Hopkins","General Purpose","612"
"MA","Hopkinton","General Purpose","18035"
"MA","Marshfield","General Purpose","25836"
"MA","Lee","General Purpose","5725"
"MI","Ogemaw County","General Purpose","20981"
"MA","North Andover","General Purpose","31013"
"MA","Nantucket","General Purpose","11229"
"MA","Pembroke","General Purpose","18377"
"MI","Allegan County","General Purpose","116447"
"MA","Middleborough","General Purpose","24873"
"NJ","Sussex Borough","General Purpose","2024"
"CO","Ouray County","General Purpose","4794"
"CA","St. Helena","General Purpose","6196"
"MI","Burlington (Calhoun County)","General Purpose","258"
"MI","Harrison","General Purpose","2086"
"MI","Springfield","General Purpose","5197"
"MI","Three Oaks","General Purpose","1564"
"MI","Baroda (Berrien County)","General Purpose","866"
"NH","Hinsdale, New Hampshire School District","School District","3878"
"MI","Farmington","General Purpose","10578"
"MI","Muskegon","General Purpose","38131"
"MI","Bangor (Van Buren County)","General Purpose","1838"
"MI","Bloomfield Hills","General Purpose","3990"
"MI","Mt Clemens","General Purpose","16312"
"MI","Birch Run (Saginaw County)","General Purpose","1476"
"MI","Adrian (Lenawee County)","General Purpose","20689"
"MI","Ypsilanti","General Purpose","21076"
"MI","Baldwin (Lake County)","General Purpose","1192"
"MI","Beaverton (Gladwin County)","General Purpose","1050"
"MI","Casnovia (Muskegon County)","General Purpose","322"
"MI","Columbiaville","General Purpose","772"
"MI","Flat Rock","General Purpose","9955"
"MI","Galesburg","General Purpose","2073"
"MI","Dundee","General Purpose","4369"
"MI","Fowlerville","General Purpose","2944"
"MI","Kalkaska","General Purpose","2062"
"MI","Greenville","General Purpose","8441"
"MI","Iron Mountain","General Purpose","7363"
"MI","Lake Odessa","General Purpose","2029"
"MI","Madison Heights","General Purpose","30050"
"MI","Marysville","General Purpose","9706"
"MI","Norton Shores","General Purpose","24501"
"MI","Millersburg","General Purpose","198"
"MI","Roseville","General Purpose","47501"
"MI","Ravenna","General Purpose","1266"
"MI","Roscommon","General Purpose","1053"
"MI","Traverse City","General Purpose","15515"
"MI","Troy","General Purpose","83813"
"MI","Spurr Township (Baraga County)","General Purpose","273"
"MI","Detour Township","General Purpose","798"
"MI","Royalton Township (Berrien County)","General Purpose","4773"
"MI","Penn Township (Cass County)","General Purpose","1726"
"MI","Walker Township (Cheboygan County)","General Purpose","321"
"MI","Raber Township (Chippewa County)","General Purpose","640"
"MI","Sugar Island Township (Chippewa County)","General Purpose","643"
"MI","Quincy Township (Branch County)","General Purpose","253"
"MI","Casco Township","General Purpose","4052"
"MI","Dorr Township","General Purpose","7818"
"MI","Clayton Township","General Purpose","1041"
"MI","Heath Township","General Purpose","3574"
"MI","Echo Township","General Purpose","865"
"MI","Gibson Township","General Purpose","1179"
"MI","Limestone Township","General Purpose","413"
"MI","Long Rapids Township","General Purpose","983"
"MI","Carlton Township","General Purpose","2456"
"MI","Standish Township (Arenac County)","General Purpose","1799"
"FL","Pembroke Park","General Purpose","6602"
"MI","Weldon Township (Benzie County)","General Purpose","543"
"NJ","Tinton Falls Borough","General Purpose","17789"
"NH","Salem, New Hampshire School District","School District","29046"
"IA","Council Bluffs","General Purpose","62316"
"MI","Torch Lake Township (Antrim County)","General Purpose","1848"
"MI","Elm River Township","General Purpose","174"
"MI","Sunfield Township (Eaton County)","General Purpose","2014"
"MI","Pleasantview Township (Emmet County)","General Purpose","837"
"MI","Watersmeet Township (Gogebic County)","General Purpose","1367"
"MI","North Shade Township (Gratiot County)","General Purpose","639"
"MN","Hendricks Township","General Purpose","198"
"MI","Secord Township (Gladwin County)","General Purpose","1131"
"MI","Springvale Township (Emmet County)","General Purpose","2182"
"MI","Sagola Township (Dickinson County)","General Purpose","1078"
"MI","Blair Township","General Purpose","8912"
"MI","Charter Gaines Township","General Purpose","26897"
"MI","Eagle Township","General Purpose","2703"
"MI","Green Lake Township","General Purpose","6239"
"MI","Bourret Township","General Purpose","452"
"MI","Ishpeming Township","General Purpose","3527"
"MI","Lenox Township","General Purpose","10746"
"MI","Negaunee Township (Marquette County)","General Purpose","3113"
"MI","Powell Township (Marquette County)","General Purpose","820"
"MI","South Branch Township (Crawford County)","General Purpose","389"
"MI","Schoolcraft Township","General Purpose","8945"
"MI","Winfield Township (Montcalm County)","General Purpose","2262"
"MI","Summit Township (Jackson County)","General Purpose","942"
"MI","Charter Bloomfield Township","General Purpose","42049"
"MI","Osceola Township (Houghton County)","General Purpose","1062"
"MI","Summerfield Township","General Purpose","3216"
"MI","Whiteford Township (Monroe County)","General Purpose","4473"
"MI","Armada Township","General Purpose","5517"
"MI","White River Township (Muskegon County)","General Purpose","1380"
"MI","Watertown Township (Sanilac County)","General Purpose","2085"
"MI","Sylvan Township (Washtenaw County)","General Purpose","2946"
"MI","Charter Ypsilanti Township","General Purpose","55312"
"MI","Edenville Township","General Purpose","2522"
"MI","Ashland Township","General Purpose","2743"
"MI","Corwith Township","General Purpose","1778"
"MI","Goodwell Township","General Purpose","540"
"MI","Moorland Township","General Purpose","1638"
"MI","Hinton Township","General Purpose","1130"
"MI","Northfield Township (Washtenaw County)","General Purpose","8679"
"MN","Mcleod County","General Purpose","35884"
"MN","Pipestone County","General Purpose","9087"
"MN","Wadena County","General Purpose","13669"
"MN","Eagle Lake","General Purpose","3030"
"MN","Cromwell","General Purpose","231"
"MN","East Gull Lake","General Purpose","1022"
"MN","Taylors Falls","General Purpose","1018"
"MN","Manhattan Beach","General Purpose","60"
"MN","Evansville","General Purpose","599"
"MN","Fountain","General Purpose","406"
"MN","Glenville","General Purpose","629"
"MN","Pine Island","General Purpose","3366"
"MN","Maple Plain","General Purpose","1824"
"MN","Independence","General Purpose","3790"
"MI","Lasalle Township","General Purpose","4728"
"MI","Addison Township","General Purpose","6502"
"MI","Sherman Township","General Purpose","3257"
"MN","Eden Prairie","General Purpose","64400"
"MN","Freeborn County","General Purpose","30535"
"MI","White Pigeon Township (Saint Joseph County)","General Purpose","3776"
"MN","Grand Rapids","General Purpose","11242"
"MN","Lake Lillian","General Purpose","235"
"MN","Lakeville","General Purpose","63748"
"MN","Mountain Lake","General Purpose","2061"
"MN","Houston County","General Purpose","18660"
"MN","Chisago County","General Purpose","55308"
"MI","Plymouth Charter Township","General Purpose","27085"
"MN","Cottonwood County","General Purpose","11295"
"MN","Cleveland","General Purpose","717"
"MN","Granada","General Purpose","286"
"MN","Cedar Mills","General Purpose","44"
"MN","Harding","General Purpose","125"
"MN","Brownsdale","General Purpose","686"
"MN","Fulda","General Purpose","1233"
"MN","Iona","General Purpose","135"
"MN","Lake Wilson","General Purpose","232"
"MN","Slayton","General Purpose","2021"
"MN","Lafayette","General Purpose","492"
"MN","International Falls","General Purpose","5992"
"MN","Spring Lake Park","General Purpose","6502"
"MN","Crookston","General Purpose","7794"
"MN","Mcintosh","General Purpose","614"
"MN","Walnut Grove","General Purpose","814"
"MN","Luverne","General Purpose","4619"
"MN","Arlington","General Purpose","2153"
"MI","Clam Lake Township","General Purpose","2292"
"MN","Eagle Bend","General Purpose","523"
"MN","Verndale","General Purpose","572"
"MN","Goodview","General Purpose","4109"
"MN","Granite Falls","General Purpose","2734"
"MN","Mcgregor Township","General Purpose","104"
"MN","Wagner Township","General Purpose","327"
"MN","White Pine Township","General Purpose","34"
"MN","Cormorant Township","General Purpose","1091"
"MN","White Earth Township","General Purpose","865"
"MN","Grant Valley Township","General Purpose","2017"
"MN","Gilmanton Township","General Purpose","824"
"MN","Moonshine Township","General Purpose","100"
"MN","Beauford Township","General Purpose","404"
"MN","Jamestown Township","General Purpose","690"
"MN","Cottonwood Township","General Purpose","835"
"MN","Dassel","General Purpose","1419"
"MN","Gary","General Purpose","209"
"MN","Tracy","General Purpose","2056"
"MN","Little Canada","General Purpose","10477"
"RI","New Shoreham","General Purpose","1036"
"MN","Lake Hanska Township","General Purpose","336"
"MN","Perch Lake Township","General Purpose","1066"
"MN","Inguadona Township","General Purpose","196"
"MN","Midway Township","General Purpose","1412"
"MN","Shingobee Township","General Purpose","1565"
"MN","Otter Tail Peninsula Township","General Purpose","56"
"MN","Sunrise Township","General Purpose","2066"
"MN","Riverton Township","General Purpose","467"
"MN","Spring Prairie Township","General Purpose","384"
"MN","Long Lost Lake Township","General Purpose","44"
"MN","Crow Wing Township","General Purpose","2066"
"MN","Little Pine Township","General Purpose","89"
"MN","Maple Grove Township","General Purpose","804"
"IA","Sioux Center","General Purpose","7579"
"GA","College Park","General Purpose","14959"
"MN","Castle Rock Township","General Purpose","1350"
"MN","Alexandria Township","General Purpose","4131"
"MN","La Grand Township","General Purpose","4291"
"MN","Jo Daviess Township","General Purpose","237"
"MN","Cambridge","General Purpose","2442"
"MN","Forestville Township","General Purpose","366"
"MN","Manchester Township","General Purpose","413"
"MN","Minneola Township","General Purpose","618"
"MN","Macsville Township","General Purpose","113"
"MN","Spring Grove Township","General Purpose","393"
"MN","Winnebago Township","General Purpose","238"
"MN","Lake Emma Township","General Purpose","997"
"MN","Stanchfield Township","General Purpose","1241"
"MN","Ardenhurst Township","General Purpose","163"
"MN","Moose Park Township","General Purpose","68"
"MN","Christiania Township","General Purpose","243"
"MN","Brunswick Township","General Purpose","1315"
"MN","Gennessee Township","General Purpose","422"
"MN","Granville Township","General Purpose","72"
"MN","Thompson Township","General Purpose","143"
"MN","Providence Township","General Purpose","157"
"MN","Waite Park","General Purpose","7481"
"MN","Shaokatan Township","General Purpose","175"
"MN","Lake Marshall Township","General Purpose","564"
"MN","Little Elbow Township","General Purpose","268"
"MN","Augsburg Township","General Purpose","73"
"MN","Grand Plain Township","General Purpose","54"
"MN","Wanger Township","General Purpose","74"
"MN","Nashville Township","General Purpose","188"
"MN","Kingston Township","General Purpose","1260"
"MN","Page Township","General Purpose","742"
"MN","Mount Morris Township","General Purpose","94"
"MN","Marshall Township","General Purpose","370"
"MN","Lake Sarah Township","General Purpose","386"
"MN","Belgrade Township","General Purpose","1055"
"MN","Lismore Township","General Purpose","179"
"MN","Home Lake Township","General Purpose","144"
"MN","Cascade Township","General Purpose","2865"
