state,acfrs_original_name,nces_original_name,gov_unit_original_name,name,ncesid,censusid,county_nces,city_nces,student
AZ, Buckeye Elementary School District No. 33 ,Buckeye Elementary District (4269),buckeye school district 33,buckeye 33,0401380,03500700600000,Maricopa County,BUCKEYE,5560.00000
AZ, Bullhead City Elementary School District No. 15 ,Bullhead City School District (4378),bullhead city school district 15,bullhead city 15,0401500,03500800200000,Mohave County,BULLHEAD CITY,2651.00000
AZ, Camp Verde Unified School District No. 28 ,Camp Verde Unified District (4470),camp verde unified school district 28,camp verde 28,0401600,03501300400000,Yavapai County,CAMP VERDE,1660.00000
AZ, Cartwright Elementary School District No. 83 ,Cartwright Elementary District (4282),cartwright school district 83,cartwright 83,0401680,03500700800000,Maricopa County,PHOENIX,16060.00000
AZ, Casa Grande Elementary School District No.4 ,Casa Grande Elementary District (4446),casa grande school district 4,casa grande 4,0401710,03501100200000,Pinal County,CASA GRANDE,6758.00000
AZ, Catalina Foothills Unified School District No. 16 ,Catalina Foothills Unified District (4410),catalina foothills school district 16,catalina foothills 16,0401760,03501000300000,Pima County,TUCSON,5508.00000
AZ, Cave Creek Unified School District No. 93 ,Cave Creek Unified District (4244),cave creek unified school district 93,cave creek 93,0400001,03500700900000,Maricopa County,CAVE CREEK,5528.00000
AZ, Cedar Unified School District No. 25 ,Cedar Unified District (4395),cedar unified school district 25,cedar 25,0401810,03500900600000,Navajo County,KEAMS CANYON,123.00000
AZ, Chandler Unified School District No. 80 ,Chandler Unified District #80 (4242),chandler unified school district 80,chandler 80,0401870,03500701000000,Maricopa County,CHANDLER,45749.00000
AZ, Chinle Unified School District No. 24 ,Chinle Unified District (4158),chinle unified school district 24,chinle 24,0401940,03500100300000,Apache County,CHINLE,3334.00000
AZ, Chino Valley Unified School District No. 51 ,Chino Valley Unified District (4474),chino valley unified school district 51,chino valley 51,0400003,03501300700000,Yavapai County,CHINO VALLEY,2368.00000
AZ, Colorado City Unified School District No. 14 ,Colorado City Unified District (4370),colorado city unified school district 14,colorado city 14,0400021,03500801300000,Mohave County,COLORADO CITY,694.00000
AZ, Coolidge Unified School District No. 21 ,Coolidge Unified District (4442),coolidge school district 21,coolidge 21,0402320,03501100400000,Pinal County,COOLIDGE,2287.00000
AZ, Cottonwood-Oak Creek Elementary School District No.6 ,Cottonwood-Oak Creek Elementary District (4487),cottonwood-oak creek elementary school district 6,cottonwood oak creek 6,0402370,03501300900000,Yavapai County,COTTONWOOD,2077.00000
AZ, Crane Elementary School District No. 13 ,Crane Elementary District (4501),crane school district 13,crane 13,0402400,03501400400000,Yuma County,YUMA,6295.00000
AZ, Creighton Elementary School District No. 14 ,Creighton Elementary District (4263),creighton elementary school district 14,creighton 14,0402430,03500701100000,Maricopa County,PHOENIX,5771.00000
AZ, Douglas Unified School District No. 27 ,Douglas Unified District (4174),douglas unified school district 27,douglas 27,0402530,03500201000000,Cochise County,DOUGLAS,4114.00000
AZ, Dysart Unified School District No. 89 ,Dysart Unified District (4243),dysart school district 89,dysart 89,0402690,03500701300000,Maricopa County,SURPRISE,24590.00000
AZ, Eloy Elementary School District No. 11 ,Eloy Elementary District (4448),eloy school district 11,eloy 11,0402790,03501100500000,Pinal County,ELOY,815.00000
AZ, Flagstaff Unified School District No.1 ,Flagstaff Unified District (4192),flagstaff school district 1,flagstaff 1,0402860,03500300100000,Coconino County,FLAGSTAFF,9576.00000
AZ, Florence Unified School District No. 1 ,Florence Unified School District (4437),florence unified school district 1,florence 1,0402920,03501100600000,Pinal County,FLORENCE,9629.00000
AZ, Flowing Wells Unified School District No.8 ,Flowing Wells Unified District (4405),flowing wells school district 8,flowing wells 8,0403010,03501000600000,Pima County,TUCSON,5655.00000
AZ, Fountain Hills Unified School District No. 98 ,Fountain Hills Unified District (4247),fountain hills school district 98,fountain hills 98,0403040,03500790100000,Maricopa County,FOUNTAIN HILLS,1392.00000
AZ, Fowler Elementary School District No. 45 ,Fowler Elementary District (4273),fowler school district 45,fowler 45,0403060,03500701400000,Maricopa County,PHOENIX,4428.00000
AZ, Gadsden Elementary School District No. 32 ,Gadsden Elementary District (4505),gadsden school district 32,gadsden 32,0403240,03501400500000,Yuma County,SAN LUIS,5039.00000
AZ, Ganado Unified School District No. 20 ,Ganado Unified School District (4157),ganado unified school district 20,ganado 20,0403290,03500100600000,Apache County,GANADO,1299.00000
AZ, Gilbert Unified School District No. 41 ,Gilbert Unified District (4239),gilbert school district 41,gilbert 41,0403400,03500701600000,Maricopa County,GILBERT,34651.00000
AZ, Glendale Elementary School District No. 40 ,Glendale Elementary District (4271),glendale elementary school district 40,glendale 40,0403420,03500701700000,Maricopa County,GLENDALE,11721.00000
AZ, Globe Unified School District No.1 ,Globe Unified District (4208),globe school district 1,globe 1,0403500,03500400100000,Gila County,GLOBE,1705.00000
AZ, Grand Canyon Unified School District No.4 ,Grand Canyon Unified District (4194),grand canyon school district 4,grand canyon 4,0403550,03500300300000,Coconino County,Grand Canyon Village,286.00000
AZ, Holbrook Unified School District No.3 ,Holbrook Unified District (4389),holbrook unified school district 3,holbrook 3,0403820,03500900300000,Navajo County,HOLBROOK,1987.00000
AZ, Humboldt Unified School District No. 22 ,Humboldt Unified District (4469),humboldt unified school district 22,humboldt 22,0403870,03501301300000,Yavapai County,Prescott Valley,5683.00000
AZ, Isaac Elementary School District No.5 ,Isaac Elementary District (4259),isaac school district 5,isaac 5,0403960,03500702000000,Maricopa County,PHOENIX,6149.00000
AZ, J. O. Combs Unified School District No. 44 ,J O Combs Unified School District (4445),j o combs unified school district 44,j o combs 44,0403990,03501150100000,Pinal County,SAN TAN VLY,4567.00000
AZ, Kayenta Unified School District No. 27 ,Kayenta Unified School District #27 (4396),kayenta unified school district 27,kayenta 27,0404060,03500900500000,Navajo County,KAYENTA,1719.00000
AZ, Kingman Unified School District No. 20 ,Kingman Unified School District (79598),kingman unified school district 20,kingman 20,0400295,03500800500000,Mohave County,KINGMAN,7092.00000
AZ, Kyrene Elementary School District No. 28 ,Kyrene Elementary District (4267),kyrene school district 28,kyrene 28,0404230,03500702100000,Maricopa County,TEMPE,16758.00000
AZ, Lake Havasu Unified School District No.1 ,Lake Havasu Unified District (4368),lake havasu unified school district 1,lake havasu 1,0404280,03500870100000,Mohave County,Lake Havasu City,5504.00000
AZ, Laveen Elementary School District No. 59 ,Laveen Elementary District (4276),laveen school district 59,laveen 59,0404290,03500702200000,Maricopa County,LAVEEN,7492.00000
AZ, Liberty Elementary School District No. 25 ,Liberty Elementary District (4266),liberty school district 25,liberty 25,0404320,03500702300000,Maricopa County,BUCKEYE,3804.00000
AZ, Litchfield Elementary School District No. 79 ,Litchfield Elementary District (4281),litchfield elementary school district 79,litchfield 79,0404380,03500702400000,Maricopa County,Litchfield Park,11859.00000
AZ, Littleton Elementary School District No. 65 ,Littleton Elementary District (4278),littleton elementary school district 65,littleton 65,0404440,03500702500000,Maricopa County,CASHION,6206.00000
AZ, Madison Elementary School District No. 38 ,Madison Elementary District (4270),madison elementary school district 38,madison 38,0404500,03500702600000,Maricopa County,PHOENIX,5971.00000
AZ, Mammoth-San Manuel Unified School District No. 8 ,Mammoth-San Manuel Unified District (4439),mammoth-san manuel unified school district 8,mammoth san manuel 8,0404570,03501100900000,Pinal County,SAN MANUEL,604.00000
AZ, Marana Unified School District No.6 ,Marana Unified District (4404),marana unified school district 6,marana 6,0404630,03501001000000,Pima County,MARANA,12796.00000
AZ, Maricopa Unified School District No. 20 ,Maricopa Unified School District (4441),maricopa school district 20,maricopa 20,0404720,03501101000000,Pinal County,MARICOPA,7492.00000
AZ, Mayer Unified School District No. 43 ,Mayer Unified School District (4473),mayer unified school district 43,mayer 43,0404820,03501301500000,Yavapai County,MAYER,506.00000
AZ, Mcnary Elementary School District No. 23 ,Mcnary Elementary District (4163),mcnary school district 23,mcnary 23,0404860,03500100800000,Apache County,MCNARY,130.00000
AZ, Mohave Valley Elementary School District No. 16 ,Mohave Valley Elementary District (4379),mohave valley school district 16,mohave valley 16,0405190,03500801000000,Mohave County,MOHAVE VALLEY,1026.00000
AZ, Murphy Elementary School District No. 21 ,Murphy Elementary District (4265),murphy school district 21,murphy 21,0405400,03500703000000,Maricopa County,PHOENIX,1564.00000
AZ, Nadaburg Unified School District No. 81 ,Nadaburg Unified School District (4252),nadaburg school district 81,nadaburg 81,0405460,03500703100000,Maricopa County,WITTMANN,824.00000
AZ, Nogales Unified School District No.1 ,Nogales Unified District (4457),nogales unified school district 1,nogales 1,0405530,03501200500000,Santa Cruz County,NOGALES,5654.00000
AZ, Osborn Elementary School District No.8 ,Osborn Elementary District (4262),osborn school district 8,osborn 8,0405670,03500703200000,Maricopa County,PHOENIX,2854.00000
AZ, Page Unified School District No.8 ,Page Unified District (4196),page school district 8,page 8,0405820,03500380100000,Coconino County,PAGE,2610.00000
AZ, Palominas Elementary School District No. 49 ,Palominas Elementary District (4180),palominas school district 49,palominas 49,0405880,03500201600000,Cochise County,HEREFORD,957.00000
AZ, Parker Unified School District No. 27 ,Parker Unified School District (4510),parker school district 27,parker 27,0405980,03501500200000,La Paz County,PARKER,1931.00000
AZ, Payson Unified School District No. 10 ,Payson Unified District (4209),payson unified school district 10,payson 10,0406070,03500400500000,Gila County,PAYSON,2447.00000
AZ, Pendergast Elementary School District No. 92 ,Pendergast Elementary District (4283),pendergast school district 92,pendergast 92,0406210,03500703400000,Maricopa County,PHOENIX,9161.00000
AZ, Peoria Unified School District No. 11 ,Peoria Unified School District (4237),peoria unified school district 11,peoria 11,0406250,03500703500000,Maricopa County,PEORIA,37842.00000
AZ, Phoenix Elementary School District No.1 ,Phoenix Elementary District (4256),phoenix elementary school district 1,phoenix 1,0406300,03500703600000,Maricopa County,PHOENIX,6239.00000
AZ, Pima Unified School District No. 6 ,Pima Unified District (4220),pima unified school district 6,pima 6,0406440,03500500500000,Graham County,PIMA,964.00000
AZ, Prescott Unified School District No.1 ,Prescott Unified District (4466),prescott unified school district 1,prescott 1,0406730,03501301700000,Yavapai County,PRESCOTT,4094.00000
AZ, Queen Creek Unified School District No. 95 ,Queen Creek Unified District (4245),queen creek school district 95,queen creek 95,0406810,03500703800000,Maricopa County,QUEEN CREEK,9495.00000
AZ, Red Mesa Unified School District No. 27 ,Red Mesa Unified District (4159),red mesa unified school district 27,red mesa 27,0406870,03500140100000,Apache County,TEEC NOS POS,433.00000
AZ, Riverside Elementary School District No.2 ,Riverside Elementary District (4257),riverside school district 2,riverside 2,0407020,03500703900000,Maricopa County,Phoenix,856.00000
AZ, Roosevelt Elementary School District No. 66 ,Roosevelt Elementary District (4279),roosevelt school district 66,roosevelt 66,0407080,03500704000000,Maricopa County,PHOENIX,8660.00000
AZ, Sacaton Elementary School District No. 18 ,Sacaton Elementary District (4449),sacaton school district 18,sacaton 18,0407200,03501101500000,Pinal County,SACATON,686.00000
AZ, Sahuarita Unified School District No. 30 ,Sahuarita Unified District (4411),sahuarita school district 30,sahuarita 30,0407300,03501001200000,Pima County,SAHUARITA,6635.00000
AZ, San Carlos Unified School District No. 20 ,San Carlos Unified District (4210),san carlos unified school district 20,san carlos 20,0406960,03500400700000,Gila County,SAN CARLOS,1492.00000
AZ, Sanders Unified School District No. 18 ,Sanders Unified District (4156),sanders unified school district 18,sanders 18,0406740,03500101200000,Apache County,SANDERS,713.00000
AZ, Santa Cruz Valley Unified School District No. 35 ,Santa Cruz Valley Unified District (4458),santa cruz valley school district 35,santa cruz valley 35,0407520,03501200200000,Santa Cruz County,RIO RICO,3550.00000
AZ, Scottsdale Unified School District No. 48 ,Scottsdale Unified District (4240),scottsdale unified school district 48,scottsdale 48,0407570,03500704100000,Maricopa County,SCOTTSDALE,22410.00000
AZ, Show Low Unified School District No. 10 ,Show Low Unified District (4393),show low unified school district 10,show low 10,0407700,03500901300000,Navajo County,SHOW LOW,2513.00000
AZ, Sierra Vista Unified School District No. 68 ,Sierra Vista Unified District (4175),sierra vista unified school district 68,sierra vista 68,0401460,03500200700000,Cochise County,SIERRA VISTA,5541.00000
AZ, Snowflake Unified School District No.5 ,Snowflake Unified District (4391),snowflake unified school district 5,snowflake 5,0407820,03500901600000,Navajo County,SNOWFLAKE,2584.00000
AZ, Somerton Elementary School District No. 11 ,Somerton Elementary District (4500),somerton school district 11,somerton 11,0407890,03501401200000,Yuma County,SOMERTON,3047.00000
AZ, St. Johns Unified School District No.1 ,St Johns Unified District (4153),st johns unified school district 1,st johns 1,0408080,03500101300000,Apache County,SAINT JOHNS,880.00000
AZ, Stanfield Elementary School District No. 24 ,Stanfield Elementary District (4451),stanfield school district 24,stanfield 24,0408130,03501101700000,Pinal County,STANFIELD,427.00000
AZ, Sunnyside Unified School District No. 12 ,Sunnyside Unified District (4407),sunnyside school district 12,sunnyside 12,0408170,03501001500000,Pima County,TUCSON,15610.00000
AZ, Tanque Verde Unified School District No. 13 ,Tanque Verde Unified District (4408),tanque verde unified school district 13,tanque verde 13,0408280,03501001600000,Pima County,TUCSON,2180.00000
AZ, Tempe Elementary School District No.3 ,Tempe School District (4258),tempe elementary school district 3,tempe 3,0408310,03500704400000,Maricopa County,TEMPE,12219.00000
AZ, Thatcher Unified School District No.4 ,Thatcher Unified District (4219),thatcher school district 4,thatcher 4,0408410,03500500800000,Graham County,THATCHER,1795.00000
AZ, Tolleson Elementary School District No. 17 ,Tolleson Elementary District (4264),tolleson elementary school district 17,tolleson 17,0408490,03500704700000,Maricopa County,TOLLESON,3148.00000
AZ, Tombstone Unified School District No.1 ,Tombstone Unified District (4168),tombstone school district 1,tombstone 1,0408600,03500202500000,Cochise County,TOMBSTONE,877.00000
