state,nces_original_name,gov_unit_original_name,ncesid,censusid,acfrs_original_name
OH,Ansonia Local,ansonia local sch dist,3904662,36501900100000, Ansonia Local School District 
CT,Ansonia School District,ansonia public schools,0900060,07200500130100,NA
CA,Antelope Elementary,antelope elem sch dist,0602760,05505200100000, Antelope Elementary School District 
AZ,Antelope Union High School District (4506),antelope union high school district 50,0400720,03501400100000,NA
CA,Antelope Valley Union High,antelope valley union high school district,0602820,05501900400000, Antelope Valley Union High School District 
TX,ANTHONY ISD,anthony ind school district 906,4808430,44507170200000, Anthony Independent School District 
OH,Anthony Wayne Local,anthony wayne local school dist,3904820,36504800200000, Anthony Wayne Local School District 
PA,Antietam SD,antietam school dist,4202480,39500670600000, Antietam School District 
WI,Antigo Unified School District,antigo unified school district,5500360,50503450400000, Unified School District of Antigo 
IL,Antioch CCSD 34,antioch community consolidated school district 34,1703840,14504900100000, Antioch Community Consolidated School District No. 34 
CA,Antioch Unified,antioch unified sch dist,0602850,05500700400000, Antioch Unified School District 
OK,ANTLERS,antlers sch dist 13,4003060,37506400200000, Antlers Public School District No. I-13 
TX,ANTON ISD,anton ind sch dist 901,4808460,44511000100000, Anton Independent School District 
OH,Antwerp Local,antwerp local sch dist,3904899,36506300100000,NA
AZ,Apache Elementary District (4178),apache school district 42,0400750,03500200100000,NA
AZ,Apache Junction Unified District (4443),apache junction unified school district 43,0400790,03501100100000, Apache Junction Unified School District No. 43 
IA,Aplington-Parkersburg Comm School District,aplington parkersburg community school district,1903750,16501200200000, Aplington-Parkersburg Community School District 
PA,Apollo-Ridge SD,apollo-ridge sch dist,4202550,39500300100000, Apollo Ridge School District 
NC,Appalachian State U Academy Middle Fork,appalachian state u academy middle fork,3700427,34637004270000,NA
ND,APPLE CREEK 39,apple creek sch dist 39,3802014,35500800100000,NA
TX,APPLE SPRINGS ISD,apple springs ind school dist 905,4808490,44522800100000, Apple Springs Independent School District 
CA,Apple Valley Unified,apple valley unif sch dist,0600017,05503600400000, Apple Valley Unified School District 
WI,Appleton Area School District,appleton area school district,5500390,50504560100000, Appleton Area School District 
MO,APPLETON CITY R-II,appleton city sch dist r2,2903120,26509300100000,NA
ME,Appleton Public Schools,appleton village schools,2302510,20300700130100,NA
GA,Appling County,appling co sch dist,1300060,11500100100000, Appling County Board of Education 
VA,APPOMATTOX CO PBLC SCHS,appomattox county schools,5100240,47100600630100,NA
DE,Appoquinimink School District,appoquinimink school  district,1000080,08500250700000,NA
IL,Aptakisic-Tripp CCSD 102,aptakiskic-tripp community consolidated school district 102,1703900,14504900300000,NA
TX,AQUILLA ISD,aquilla ind sch dist 912,4808520,44510900200000, Aquilla Independent School District 
IA,Ar-We-Va Comm School District,ar we va community school district,1903780,16502400100000, Ar-We-Va Community School District 
AL,Arab City,arab city school district,0100100,01504880100000, Arab City Board of Education 
TX,ARANSAS COUNTY ISD,aransas co ind sch dist 901,4808550,44500400100000, Aransas County Independent School District 
TX,ARANSAS PASS ISD,aransas pass ind sch dist 901,4808580,44520500100000, Aransas Pass Independent School District 
OK,ARAPAHO-BUTLER,arapaho sch dist 5,4003120,37502000100000,NA
NE,ARAPAHOE PUBLIC SCHOOLS,arapahoe school district 18,3103090,28503300100000, Arapahoe Public Schools District No. 18 
ID,ARBON ELEMENTARY DISTRICT,arbon school district 383,1600090,13503900200000,NA
IL,Arbor Park SD 145,arbor park school district 145,1703930,14501600100000, Arbor Park School District No. 145 
OH,Arcadia Local,arcadia local sch dist,3910002,36503200100000,NA
NE,ARCADIA PUBLIC SCHOOLS,arcadia vil sch dist 21,3103120,28508800200000,NA
WI,Arcadia School District,arcadia school district,5500420,50506200200000, Arcadia School District 
CA,Arcadia Unified,arcadia unified school district,0602970,05501900500000, Arcadia Unified School District 
MO,ARCADIA VALLEY R-II,arcadia valley school dist r-2,2903150,26504750200000,NA
OH,Arcanum-Butler Local,arcanum butler sch dist,3904663,36501901200000, Arcanum Butler Local School District 
CA,Arcata Elementary,arcata elem sch dist,0603000,05501200100000, Arcata Elementary School District 
OH,Archbold-Area Local,archbold area local sch dist,3904704,36502600100000, Archbold Area Local School District 
TX,ARCHER CITY ISD,archer city ind sch dist 901,4808610,44500500100000, Archer City Independent School District 
MO,ARCHIE R-V,cass co school dist r5,2903200,26501900100000,NA
CO,Archuleta County School District No. 50 Jt,archuleta co school dist 50,0802190,06500400100000,NA
CA,Arcohe Union Elementary,arcohe union elem sch dist,0603060,05503400300000, Arcohe Union Elementary School District 
IL,Arcola CUSD 306,arcola community unit school district 306,1703960,14502100100000,NA
OK,ARDMORE,ardmore sch dist 19,4003180,37501000100000, Ardmore School District I-19 
NY,ARDSLEY UNION FREE SCHOOL DISTRICT,ardsley uf sch dist,3603180,33506000900000,NA
CA,Arena Union Elementary,arena union elementary,0603090,05606030900000,NA
IL,Argenta-Oreana CUSD 1,argenta community unit school district 1,1703990,14505800100000,NA
IL,Argo CHSD 217,argo community high school district 217,1704020,14501600200000, Argo Community High School District 217 
KS,Argonia Public Schools,argonia public school district 359,2003430,17509600300000,NA
IN,Argos Community Schools,argos community schools,1800180,15505000100000, Argos Community Schools 
NY,ARGYLE CENTRAL SCHOOL DISTRICT,argyle central school district,3603210,33505800100000,NA
TX,ARGYLE ISD,argyle independent sch district 910,4808670,44506100100000, Argyle Independent School District 
WI,Argyle School District,argyle school district,5500450,50503300100000,NA
CO,Arickaree School District No. R-2,arickaree school dist r 2,0802220,06506150100000,NA
AZ,Arizona Department of Corrections (8336),arizona department of corrections (8336),0400120,03604001200000,NA
AZ,Arizona Department of Juvenile Corrections (8326),arizona department of juvenile corrections (8326),0409734,03604097340000,NA
AZ,Arizona State Schools for the Deaf and the Blind (6393),arizona state schools for the deaf and the blind (6393),0400463,03604004630000,NA
AR,ARK. SCHOOL FOR THE BLIND,ark. school for the blind,0500035,04605000350000,NA
AR,ARK. SCHOOL FOR THE DEAF,ark. school for the deaf,0500036,04605000360000,NA
AR,ARKADELPHIA SCHOOL DISTRICT,arkadelphia sch dist,0502430,04501000200000,NA
KS,Arkansas City,arkansas city unified school district 470,2003450,17501805100000,NA
AR,ARKANSAS YOUTH SERVICES SCHOOL SYSTEM,arkansas youth services school system,0500390,04605003900000,NA
OK,ARKOMA,arkoma sch dist 91,4003210,37504000100000,NA
NY,ARKPORT CENTRAL SCHOOL DISTRICT,arkport central school dist,3603240,33505101300000,NA
MT,Arlee Elem,arlee elem sch dist jt & 8,3002220,27502440130100,NA
MT,Arlee H S,arlee h s dist jt & 8,3002250,27502440130200,NA
MA,Arlington,arlington public schools,2501980,22300900230100,NA
TN,Arlington,arlington community schools district,4700152,43207900110100, Arlington Community Schools 
NY,ARLINGTON CENTRAL SCHOOL DISTRICT,arlington central sch dist,3603270,33501400100000, Arlington Central School District 
VA,ARLINGTON CO PBLC SCHS,arlington county public schools,5100270,47100700730100,NA
AZ,Arlington Elementary District (4274),arlington school district 47,0400840,03500700300000,NA
IL,Arlington Heights SD 25,arlington heights school district 25,1704140,14501600300000, Arlington Heights School District 25 
TX,ARLINGTON ISD,arlington independent school,4808700,44522000100000, Arlington Independent School District 
OH,Arlington Local,arlington local sch dist,3904742,36503200200000,NA
NE,ARLINGTON PUBLIC SCHOOLS,arlington public sch dist 24,3103130,28508900100000,NA
VT,Arlington School District,arlington town sch dist,5001830,46500200400000,NA
WA,Arlington School District,arlington school district 16,5300240,48503100100000, Arlington School District No. 16 
SD,Arlington School District 38-1,arlington school district 38-1,4603720,42503900100000,NA
MI,Armada Area Schools,armada area sch dist,2603240,23505000100000, Armada Area Schools 
CA,Armona Union Elementary,armona union elementary school district,0603180,05501600100000, Armona Union Elementary School District 
AR,ARMOREL SCHOOL DISTRICT,armorel school dist,0502550,04504700100000,NA
SD,Armour School District 21-1,armour school district 21-1,4603780,42502200100000,NA
PA,Armstrong SD,armstrong school dist,4202590,39500370200000, Armstrong School District 
IL,Armstrong Twp HSD 225,armstrong township high school district 225,1704230,14509200300000,NA
IL,Armstrong-Ellis Cons SD 61,armstrong ellis c school district 61,1704200,14509200200000,NA
OK,ARNETT,arnett sch dist 3,4003240,37502300100000, Arnett Independent School District No. 3 
NE,ARNOLD PUBLIC SCHOOLS,arnold sch dist 89,3100073,28502100600000, Arnold School District No. 89 
OR,Arock SD 81,arock sch dist 81,4101500,38502300400000, Arock School District No. 81 
CA,Aromas - San Juan Unified,aromas/san juan unified school district,0691136,05503501600000, Aromas-San Juan Unified School District 
TX,ARP ISD,arp ind sch dist 901,4808730,44521200100000, Arp Independent School District 
CO,Arriba-Flagler Consolidated School District No. 20,arriba-flagler csd #20,0802260,06503200300000,NA
MT,Arrowhead Elem,arrowhead elem dist 75,3002300,27503401900000,NA
WI,Arrowhead UHS School District,arrowhead unified high school district,5506180,50506800100000,NA
NM,ARTESIA PUBLIC SCHOOLS,artesia sch dist,3500120,32500800100000, Artesia Public Schools 
NE,ARTHUR COUNTY SCHOOLS,arthur co sch dist 500,3103210,28500300300000, Arthur School District No. 500 
IL,Arthur CUSD 305,arthur community unit school district 305,1704260,14502100200000, Arthur Community Unit School District 305 
ME,Arthur R. Gould Sch--LCYDC,arthur r. gould sch--lcydc,2300050,20623000500000,NA
CA,Arvin Union,arvin union sch dist,0603270,05501500200000, Arvin Union School District 
MI,Arvon Township School District,arvon twp sch dist,2603270,23500700100000,NA
NJ,Asbury Park School District,asbury park school district,3400930,31501360100000,NA
LA,Ascension Parish,ascension parish school district,2200090,19500300100000,NA
AZ,Ash Creek Elementary District (4187),ash creek school district 53,0400870,03500200200000,NA
AZ,Ash Fork Joint Unified District (4471),ash fork unified school district 31,0400910,03501300100000,NA
MO,ASH GROVE R-IV,ash grove sch dist r 4,2903270,26503900100000,NA
MA,Ashburnham-Westminster,ashburnham-westminister reg school dist,2502040,22501470200000,NA
MN,ASHBY PUBLIC SCHOOL DISTRICT,ashby sch dist 261,2703300,24502600100000,NA
AR,ASHDOWN SCHOOL DISTRICT,ashdown sch dist 31,0502580,04504100100000, Ashdown School District No. 31 
NC,Ashe County Schools,ashe co sch,3700210,34100500530100, Ashe County Board of Education 
NC,Asheboro City Schools,asheboro city schools,3700240,34107607630100, Asheboro City Board of Education 
OK,ASHER,asher sch dist 112,4003300,37506300300000, Asher Public Schools I-112 
NC,Asheville City Schools,asheville city schools,3700270,34101101130100, Asheville City Schools 
CT,Ashford School District,ashford town schools,0900090,07300800130100,NA
MA,Ashland,ashland public sch,2502100,22300900430100,NA
KS,Ashland,ashland unified school district 220,2003510,17501300100000,NA
OH,Ashland City,ashland city sch dist,3904350,36500300100000, Ashland City School District 
MT,Ashland Elem,ashland elem dist 32j,3000008,27504400200000,NA
KY,Ashland Independent,ashland indep sch dist,2100150,18501000100000, Ashland Independent School District 
NH,Ashland School District,ashland town sch dist,3301560,30500500200000,NA
WI,Ashland School District,ashland school district,5500510,50500280100000, Ashland School District 
OR,Ashland SD 5,ashland sch dist 5,4101560,38501500200000,NA
NE,ASHLAND-GREENWOOD PUBLIC SCHS,ashland-greenwood sch dist 1,3100034,28507800100000, Ashland-Greenwood Public Schools District No. 1 
ND,ASHLEY 9,ashley sch dist 9,3802170,35502600300000,NA
IL,Ashley CCSD 15,ashley community consolidated school district 15,1704340,14509500200000,NA
MI,Ashley Community Schools,ashley comm sch dist,2603480,23502901000000, Ashley Community Schools 
OH,Ashtabula Area City,ashtabula area city school dist,3904351,36500400200000, Ashtabula Area City School District 
IL,Ashton-Franklin Center CUSD 275,ashton community unit school district 275,1704380,14505200200000,NA
WI,Ashwaubenon School District,ashwaubenon school district,5500540,50500500200000, Ashwaubenon School District 
OR,Ashwood SD 8,ashwood sch dist 8,4101590,38501600100000,NA
WA,Asotin-Anatone School District,asotin anatone school district 420,5300280,48500200200000, Asotin-Anatone School District No 420 
CO,Aspen School District No. 1 in the county of Pitkin and Sta,aspen sch dist 1,0802280,06504900100000,NA
TX,ASPERMONT ISD,aspermont ind sch dist 901,4800006,44521700100000, Aspermont Independent School District 
MA,Assabet Valley Regional Vocational Technical,assabet valley vocational tech reg sch,2502110,22500990200000,NA
LA,Assumption Parish,assumption parish school district,2200120,19500400100000,NA
IL,Astoria CUSD 1,astoria community unit school district 1,1704440,14502900100000,NA
OR,Astoria SD 1,astoria sch dist ic,4101620,38500400100000,NA
CA,Atascadero Unified,atascadero unified school district,0603300,05504000400000, Atascadero Unified School District 
