"","name","government_ID","id","category","total_liabilities","bonds_outstanding","current_liabilities","leases","loans_outstanding","notes_outstanding","net_pension_liability","net_pension_assets","net_opeb_liability","net_opeb_assets","compensated_absences","charges_for_services","operating_grants","capital_grants","general_revenue","change_in_net_position","expenses","total_operating_revenues","non_operating_revenues","capital_contributions","revenues","has_unconfirmed","geo_id","city_town","state.name","population","state.abb","original_name","CITY","COUNTY_AREA_NAME"
"4472","Keystone Heights","10201000200000",148116,"General Purpose",46495,0,10933,0,0,0,0,0,0,0,35562,58905,174795,217693,999580,-119552,1570525,0,0,0,1450973,FALSE,"1600000US1236475","Keystone Heights city","Florida",1446,"FL","CITY OF KEYSTONE HEIGHTS","KEYSTONE HEIGHTS","CLAY"
"4473","Newberry","23204800100000",79977,"General Purpose",14120268,11122000,240321,0,0,0,2012179,0,682638,0,63130,4246682,318128,159310,1176019,1417970,4482169,0,0,0,5900139,FALSE,"1600000US2657140","Newberry village","Michigan",1446,"MI","VILLAGE OF NEWBERRY","NEWBERRY","LUCE"
"4474","Crainville","14210000500000",96739,"General Purpose",557705,485000,848,22958,0,0,0,0,0,0,0,555588,0,90574,889303,152919,1382546,0,0,0,1535465,FALSE,"1600000US1717185","Crainville village","Illinois",1443,"IL","VILLAGE OF CRAINVILLE","CARTERVILLE","WILLIAMSON"
"4475","Montezuma","16207900700000",96573,"General Purpose",0,2965000,0,0,0,4470347,348625,0,0,0,18949,2201247,377113,11270,6401753,2548717,6442666,0,4114426,0,8991383,FALSE,"1600000US1953490","Montezuma city","Iowa",1442,"IA","CITY OF MONTEZUMA","MONTEZUMA","POWESHIEK"
"4476","Rockaway Beach","38202900400000",86793,"General Purpose",5292112,0,472028,0,2742708,0,1925153,0,52482,0,99741,3018861,190209,477936,1944207,1221478,4409735,1231962,43596,0,5631213,FALSE,"1600000US4162900","Rockaway Beach city","Oregon",1441,"OR","CITY OF ROCKAWAY BEACH","ROCKAWAY BEACH","TILLAMOOK"
"4477","Jackson Center","36207500400000",98298,"General Purpose",0,1500000,0,0,5422989,0,0,0,0,0,0,3617343,884060,0,4284312,218850,8566865,0,0,0,8785715,FALSE,"1600000US3938220","Jackson Center village","Ohio",1441,"OH","VILLAGE OF JACKSON CENTER","JACKSON CENTER","SHELBY"
"4478","Oak Grove","19206200300000",103052,"General Purpose",2120705,635701,262063,0,0,0,1172234,0,0,0,50707,1127692,110543,614813,1271719,479106,2645661,0,0,0,3124767,FALSE,"1600000US2256820","Oak Grove town","Louisiana",1441,"LA","TOWN OF OAK GROVE","OAK GROVE","WEST CARROLL"
"4479","Ravenna","28201000800000",108702,"General Purpose",4699388,3675000,163565,0,0,860823,0,0,0,0,0,749875,18198,19178,1497588,107148,2177691,0,0,0,2284839,FALSE,"1600000US3140710","Ravenna city","Nebraska",1441,"NE","CITY OF RAVENNA","RAVENNA","BUFFALO"
"4480","Forreston","14207100400000",100053,"General Purpose",2309279,0,17557,0,2144154,0,122619,0,0,0,24949,623328,75857,55637,660040,196420,1218442,0,0,0,1414862,FALSE,"1600000US1727065","Forreston village","Illinois",1435,"IL","VILLAGE OF FORRESTON","FORRESTON","OGLE"
"4481","Maple Park","14204501100000",111842,"General Purpose",722581,12056,93621,0,584248,0,0,0,0,0,0,644280,48341,8586,893157,422696,1171668,0,252500,0,1594364,FALSE,"1600000US1746604","Maple Park village","Illinois",1433,"IL","VILLAGE OF MAPLE PARK","MAPLE PARK","KANE"
"4482","Milford","45200100200000",197619,"General Purpose",5725523,1055000,272007,0,0,4217000,105155,0,0,0,76361,1255598,201885,367218,752577,680023,1897255,0,0,0,2577278,FALSE,"1600000US4950040","Milford city","Utah",1431,"UT","CITY OF MILFORD","MILFORD","BEAVER"
"4483","Kingsley","23202800200000",79319,"General Purpose",3147207,2687000,449526,0,0,0,0,0,0,0,10681,669626,242175,1543,484792,13011,1385125,0,0,0,1398136,FALSE,"1600000US2643340","Kingsley village","Michigan",1431,"MI","VILLAGE OF KINGSLEY","KINGSLEY","GRAND TRAVERSE"
"4484","Kingston","37204800100000",125780,"General Purpose",333155,0,71452,33369,0,203832,0,0,0,0,24504,984884,50442,0,1032074,51067,2016333,68931346,8245300,0,77176646,FALSE,"1600000US4039900","Kingston town","Oklahoma",1431,"OK","TOWN OF KINGSTON","KINGSTON","MARSHALL"
"4485","Dunes","38202080100000",126024,"General Purpose",100204,0,42402,0,0,0,57802,0,0,2929,0,122436,121145,241400,162717,247578,400120,0,0,0,647698,FALSE,"1600000US4121150","Dunes City city","Oregon",1428,"OR","CITY OF DUNES","WESTLAKE","LANE"
"4486","Colfax","19202200100000",95148,"General Purpose",789687,0,190973,0,0,156359,415395,0,0,0,26960,882353,13117,0,628780,-291829,1816079,0,0,0,1524250,FALSE,"1600000US2216375","Colfax town","Louisiana",1428,"LA","TOWN OF COLFAX","COLFAX","GRANT"
"4487","Laingsburg","23207800500000",79341,"General Purpose",639156,485000,36353,0,0,0,76201,0,0,0,19543,467327,338268,1132972,680299,1452657,1166209,0,0,0,2618866,FALSE,"1600000US2644200","Laingsburg city","Michigan",1424,"MI","CITY OF LAINGSBURG","LAINGSBURG","SHIAWASSEE"
"4488","Troy","43206600600000",107522,"General Purpose",3865282,0,608666,0,0,3256616,0,0,0,0,0,1139768,0,667301,1067146,729412,2144803,0,0,0,2874215,FALSE,"1600000US4775240","Troy town","Tennessee",1423,"TN","TOWN OF TROY","TROY","OBION"
"4489","Celina","43201400100000",87804,"General Purpose",2938778,440548,164675,0,388555,1945000,0,0,0,0,0,2220965,118256,31631,792731,-83919,3247502,0,0,0,3163583,FALSE,"1600000US4712100","Celina city","Tennessee",1422,"TN","CITY OF CELINA","CELINA","CLAY"
"4490","Fall Creek","50201800500000",131227,"General Purpose",5858014,1882152,205841,0,0,3711801,0,0,28517,0,29703,714788,140123,629961,1063124,499046,2048950,0,0,0,2547996,FALSE,"1600000US5525125","Fall Creek village","Wisconsin",1422,"WI","VILLAGE OF FALL CREEK","FALL CREEK","EAU CLAIRE"
"4491","Emerson","11200800300000",70828,"General Purpose",2048344,0,171581,68444,0,1614936,204397,0,0,0,29453,2185247,9120,366351,1394477,220812,3734383,0,0,0,3955195,FALSE,"1600000US1327344","Emerson city","Georgia",1415,"GA","CITY OF EMERSON","EMERSON","BARTOW"
"4492","De Soto","14203900400000",96760,"General Purpose",1914949,1310000,43607,0,276053,0,271721,0,0,0,13568,642076,0,0,1003036,227546,1417566,0,0,0,1645112,FALSE,"1600000US1719616","De Soto village","Illinois",1407,"IL","VILLAGE OF DE SOTO","DE SOTO","JACKSON"
"4493","Burton","36202800200000",98222,"General Purpose",0,0,0,0,12567138,0,0,0,0,0,0,1276575,458150,0,6117900,-96337,7948962,0,0,0,7852625,FALSE,"1600000US3910436","Burton village","Ohio",1407,"OH","VILLAGE OF BURTON","BURTON","GEAUGA"
"4494","Tracy City","43203100300000",109848,"General Purpose",4238383,176025,92972,13658,0,3944195,0,116427,0,0,11533,1390575,82952,278800,676948,366278,2062997,0,0,0,2429275,FALSE,"1600000US4774880","Tracy City town","Tennessee",1406,"TN","TOWN OF TRACY CITY","TRACY CITY","GRUNDY"
"4495","Grandview","14208400900000",92357,"General Purpose",64571,0,64571,0,0,0,0,0,0,0,0,601649,0,0,633404,146204,1088849,0,0,0,1235053,FALSE,"1600000US1730835","Grandview village","Illinois",1405,"IL","VILLAGE OF GRANDVIEW","SPRINGFIELD","SANGAMON"
"4496","Oberlin","19200200300000",100352,"General Purpose",6723789,5781333,738159,0,0,0,106083,0,0,0,7612,865792,3515,403605,504536,119827,1657621,0,0,0,1777448,FALSE,"1600000US2257450","Oberlin town","Louisiana",1402,"LA","TOWN OF OBERLIN","OBERLIN","ALLEN"
"4497","Gordonsville","47206900100000",98559,"General Purpose",2502321,1737865,461667,22410,0,0,112216,0,58745,0,52418,1506879,78669,90135,1617905,195607,3097981,0,0,0,3293588,FALSE,"1600000US5131936","Gordonsville town","Virginia",1402,"VA","TOWN OF GORDONSVILLE","GORDONSVILLE","ORANGE"
"4498","Wilson","37201000500000",125531,"General Purpose",0,0,0,0,0,0,0,0,0,0,0,0,122784,0,1770208,325696,1567296,0,0,0,1892992,FALSE,"1600000US4081500","Wilson city","Oklahoma",1399,"OK","CITY OF WILSON","WILSON","CARTER"
"4499","Litchfield","23203000500000",79506,"General Purpose",866388,0,117045,0,0,0,706950,0,0,0,42393,662408,638938,300115,626935,578257,1650139,0,0,0,2228396,FALSE,"1600000US2647980","Litchfield city","Michigan",1399,"MI","CITY OF LITCHFIELD","LITCHFIELD","HILLSDALE"
"4500","Ferndale","05201200400000",67284,"General Purpose",4463628,0,108055,27633,4247000,27993,0,0,0,0,52947,970033,421918,0,709931,-782316,2884198,0,0,0,2101882,FALSE,"1600000US0623910","Ferndale city","California",1398,"CA","CITY OF FERNDALE","FERNDALE","HUMBOLDT"
"4501","Neoga","14201800300000",73194,"General Purpose",595657,87175,121125,0,0,0,104275,0,0,0,46071,788951,249441,241478,992215,315815,1956269,0,0,0,2272085,FALSE,"1600000US1751986","Neoga city","Illinois",1398,"IL","CITY OF NEOGA","NEOGA","CUMBERLAND"
"4502","Logan","16204300300000",113735,"General Purpose",0,200000,0,2400,0,675611,211915,0,0,0,16319,621931,376802,28018,796160,41116,1781795,0,0,0,1822911,FALSE,"1600000US1946155","Logan city","Iowa",1397,"IA","CITY OF LOGAN","LOGAN","HARRISON"
"4503","Monteagle","43205870200000",87933,"General Purpose",2871986,0,228665,0,345000,2269674,0,0,0,0,28647,1731835,287218,82777,1290855,-24256,3416941,0,0,0,3392685,FALSE,"1600000US4749740","Monteagle town","Tennessee",1393,"TN","TOWN OF MONTEAGLE","MONTEAGLE","MARION"
"4504","Philo","14201001200000",92847,"General Purpose",240946,0,44,0,0,240902,0,0,0,0,0,83889,3600,0,631500,122855,596134,0,0,0,718989,FALSE,"1600000US1759533","Philo village","Illinois",1392,"IL","VILLAGE OF PHILO","PHILO","CHAMPAIGN"
"4505","Appleton","24207600100000",117480,"General Purpose",8626172,5265000,543593,297326,0,1526557,686535,0,188032,0,119129,1758999,135929,83702,2480724,78523,4380831,0,0,0,4459354,FALSE,"1600000US2701864","Appleton city","Minnesota",1392,"MN","CITY OF APPLETON","APPLETON","SWIFT"
"4506","State Center","16206401200000",113924,"General Purpose",0,2612000,0,0,0,634795,414373,0,0,0,123844,2771174,427076,4455,998387,570888,3630204,0,0,0,4201092,FALSE,"1600000US1975135","State Center city","Iowa",1391,"IA","CITY OF STATE CENTER","STATE CENTER","MARSHALL"
"4507","Winnebago","24202201100000",65208,"General Purpose",11477165,10686796,160404,0,0,0,572410,331151,0,0,57555,1193289,154816,2723272,1279248,2633305,2717320,0,0,0,5350625,FALSE,"1600000US2770924","Winnebago city","Minnesota",1391,"MN","CITY OF WINNEBAGO","WINNEBAGO","FARIBAULT"
"4508","Durand","14210100200000",96778,"General Purpose",974738,227000,0,0,0,747738,311036,0,0,0,0,609745,0,1015212,724166,1194339,1154784,0,0,0,2349123,FALSE,"1600000US1721280","Durand village","Illinois",1390,"IL","VILLAGE OF DURAND","DURAND","WINNEBAGO"
"4509","Bay","38202900100000",126030,"General Purpose",800671,289744,4831,0,459062,47034,0,0,0,0,0,1592741,1905,1000,798217,244071,2149792,0,0,0,2393863,FALSE,"1600000US4104800","Bay City city","Oregon",1389,"OR","CITY OF BAY CITY","BAY CITY","TILLAMOOK"
"4510","Pine Knoll Shores","34201690200000",64994,"General Purpose",10620944,2561000,5915852,0,0,1147442,778859,0,0,0,101566,1354674,444673,16287956,3246446,37060,21296689,0,0,0,21333749,FALSE,"1600000US3752000","Pine Knoll Shores town","North Carolina",1388,"NC","TOWN OF PINE KNOLL SHORES","PINE KNOLL SHORES","CARTERET"
"4511","New Berlin","14208401500000",92719,"General Purpose",45086,0,0,0,43424,0,151156,0,0,0,0,718981,48812,0,744428,232953,1279268,0,0,0,1512221,FALSE,"1600000US1752168","New Berlin village","Illinois",1381,"IL","VILLAGE OF NEW BERLIN","NEW BERLIN","SANGAMON"
"4512","Eureka","27202700100000",49643,"General Purpose",5044907,4045261,526999,0,0,0,393289,0,35002,0,44356,1018936,63148,1006103,498839,1224361,1362665,0,0,0,2587026,FALSE,"1600000US3024850","Eureka town","Montana",1380,"MT","TOWN OF EUREKA","EUREKA","LINCOLN"
"4513","Cascade Locks","38201400100000",44263,"General Purpose",6702085,440000,352015,0,3910645,0,1473629,0,49729,0,63101,4229065,109717,678748,647181,1366871,4297840,0,0,0,5664711,FALSE,"1600000US4111600","Cascade Locks city","Oregon",1379,"OR","CITY OF CASCADE LOCKS","CASCADE LOCKS","HOOD RIVER"
"4514","Comanche","37206900100000",125953,"General Purpose",2549820,0,0,145995,0,1540000,0,0,0,0,0,2591153,46409,314948,1050128,167261,3835377,0,0,0,4002638,FALSE,"1600000US4016450","Comanche city","Oklahoma",1378,"OK","CITY OF COMANCHE","COMANCHE","STEPHENS"
"4515","Douglas","23200300200000",97251,"General Purpose",650497,0,207055,0,0,3587,335065,0,0,0,104790,289269,593000,17494,2561640,128281,3333122,0,0,0,3461403,FALSE,"1600000US2622740","Douglas city","Michigan",1378,"MI","CITY OF DOUGLAS","DOUGLAS","ALLEGAN"
"4516","Wymore","28203401200000",109746,"General Purpose",1192312,1025889,166423,0,0,0,0,0,0,0,0,1884933,93587,0,1710378,78990,3609908,1773639,79564,0,3688898,FALSE,"1600000US3153835","Wymore city","Nebraska",1377,"NE","CITY OF WYMORE","WYMORE","GAGE"
"4517","Ortonville","23206302100000",80130,"General Purpose",36583,0,28685,0,0,0,0,0,0,0,7898,14637,191050,0,442154,30165,617676,0,0,0,647841,FALSE,"1600000US2661220","Ortonville village","Michigan",1376,"MI","VILLAGE OF ORTONVILLE","ORTONVILLE","OAKLAND"
"4518","Saranac","23203401000000",97721,"General Purpose",634516,0,83344,0,472500,0,0,0,0,0,83344,558166,0,0,1310997,440069,1429094,0,0,0,1869163,FALSE,"1600000US2671660","Saranac village","Michigan",1376,"MI","VILLAGE OF SARANAC","SARANAC","IONIA"
"4519","Vian","37206800800000",125951,"General Purpose",1506092,0,130106,0,0,1375986,0,0,0,0,0,761272,0,60291,759787,-29322,1610672,0,0,0,1581350,FALSE,"1600000US4077250","Vian town","Oklahoma",1374,"OK","CITY OF VIAN","VIAN","SEQUOYAH"
"4520","Prince's Lakes","15204150100000",112719,"General Purpose",0,0,0,0,0,0,0,0,0,0,0,0,0,0,6480179,524006,5956173,0,0,0,6480179,FALSE,"1600000US1862028","Prince's Lakes town","Indiana",1372,"IN","TOWN OF PRINCE'S LAKES","NINEVEH","JOHNSON"
"4521","Oblong","14201700300000",92769,"General Purpose",331836,75000,8415,0,248421,0,0,0,0,0,0,752855,64563,0,701011,187140,1331289,0,0,0,1518429,FALSE,"1600000US1755106","Oblong village","Illinois",1371,"IL","VILLAGE OF OBLONG","OBLONG","CRAWFORD"
"4522","Three Oaks","23201101600000",80923,"General Purpose",5189379,5073000,96302,0,0,0,0,0,0,0,0,1278029,308963,79000,882196,708109,1840079,603460,7561,0,2548188,FALSE,"1600000US2679720","Three Oaks village","Michigan",1370,"MI","VILLAGE OF THREE OAKS","THREE OAKS","BERRIEN"
"4523","Oakland","28201100400000",108687,"General Purpose",2031261,725000,169942,0,0,1136320,0,0,0,0,0,787775,180540,0,1483439,374767,2076987,0,0,0,2451754,FALSE,"1600000US3135490","Oakland city","Nebraska",1369,"NE","CITY OF OAKLAND","OAKLAND","BURT"
"4524","Okawville","14209500800000",92778,"General Purpose",78586,0,263,0,78324,0,0,0,0,0,0,731519,80325,3024,813703,140292,1488278,0,0,0,1628571,FALSE,"1600000US1755470","Okawville village","Illinois",1369,"IL","VILLAGE OF OKAWVILLE","OKAWVILLE","WASHINGTON"
"4525","Hebron","14205600600000",92406,"General Purpose",3761460,0,1003,0,3496931,243222,86569,0,0,0,20304,984418,15226,0,682623,212196,1470071,0,0,0,1682267,FALSE,"1600000US1733851","Hebron village","Illinois",1368,"IL","VILLAGE OF HEBRON","HEBRON","MCHENRY"
"4526","Gardner","14203200700000",92326,"General Purpose",0,0,0,0,0,0,0,93501,0,0,0,364839,0,0,1814951,226777,1953013,241847,12818,0,2179790,FALSE,"1600000US1728638","Gardner village","Illinois",1366,"IL","VILLAGE OF GARDNER","GARDNER","GRUNDY"
"4527","Starbuck","24206100700000",117357,"General Purpose",0,0,0,0,0,0,0,0,0,0,0,1326267,251327,67125,5232256,825596,6051379,0,0,0,6876975,FALSE,"1600000US2762500","Starbuck city","Minnesota",1365,"MN","CITY OF STARBUCK","STARBUCK","POPE"
"4528","Greenup","14201800100000",92371,"General Purpose",1775586,900000,419544,0,186770,0,269272,0,0,0,0,3747487,55832,264952,950234,727665,4290840,0,0,0,5018505,FALSE,"1600000US1731524","Greenup village","Illinois",1365,"IL","VILLAGE OF GREENUP","GREENUP","CUMBERLAND"
"4529","Westville","37200100300000",125466,"General Purpose",1705589,0,161143,153310,0,1334686,56450,0,0,0,0,1477568,119677,0,1009051,56270,2550026,0,0,0,2606296,FALSE,"1600000US4080450","Westville town","Oklahoma",1364,"OK","TOWN OF WESTVILLE","WESTVILLE","ADAIR"
"4530","Gordonsville","43208000200000",59269,"General Purpose",2577400,2322737,71958,0,0,0,157349,0,25356,0,0,398940,55350,322376,1358808,643958,1491516,0,0,0,2135474,FALSE,"1600000US4730120","Gordonsville town","Tennessee",1363,"TN","CITY OF GORDONSVILLE","GORDONSVILLE","SMITH"
"4531","New Rockford","35201400100000",123620,"General Purpose",5897803,5654000,0,0,0,0,243803,0,0,0,0,898918,1710009,0,869876,1666134,1812670,0,0,0,3478804,FALSE,"1600000US3856620","New Rockford city","North Dakota",1361,"ND","CITY OF NEW ROCKFORD","NEW ROCKFORD","EDDY"
"4532","Granville","14207800100000",92362,"General Purpose",1860615,1227000,77655,0,0,555960,0,80259,0,0,0,606668,0,3272,823037,176215,1256762,0,0,0,1432977,FALSE,"1600000US1731017","Granville village","Illinois",1359,"IL","VILLAGE OF GRANVILLE","GRANVILLE","PUTNAM"
"4533","St. Jacob","14206001900000",93086,"General Purpose",958554,0,270466,0,688088,0,0,68617,0,0,0,743460,422,0,601701,18040,1327543,0,0,0,1345583,FALSE,"1600000US1766859","St. Jacob village","Illinois",1358,"IL","VILLAGE OF ST JACOB","ST. JACOB","MADISON"
"4534","Sparta","11207000100000",96528,"General Purpose",8133378,7119660,506986,1146,0,143002,0,0,0,0,362602,2947036,43581,273298,882291,-482747,4628953,0,0,0,4146206,FALSE,"1600000US1372584","Sparta city","Georgia",1357,"GA","CITY OF SPARTA","SPARTA","HANCOCK"
"4535","Scottville","23205300500000",80604,"General Purpose",4205831,0,194874,0,3866682,0,70975,0,0,0,13300,870337,204580,0,651034,-170026,1895977,0,0,0,1725951,FALSE,"1600000US2672080","Scottville city","Michigan",1356,"MI","CITY OF SCOTTVILLE","SCOTTVILLE","MASON"
"4536","Yates Center","17210400300000",114899,"General Purpose",0,0,0,761392,661612,0,415158,0,0,0,0,0,0,0,4433608,-471343,4904951,0,0,0,4433608,FALSE,"1600000US2080700","Yates Center city","Kansas",1352,"KS","CITY OF YATES CENTER","YATES CENTER","WOODSON"
"4537","Clifton","14203800600000",96726,"General Purpose",2214441,0,0,0,2214441,0,0,0,0,0,0,651913,0,0,517984,-152374,1322271,0,0,0,1169897,FALSE,"1600000US1714936","Clifton village","Illinois",1352,"IL","VILLAGE OF CLIFTON","CLIFTON","IROQUOIS"
"4538","Kincaid","14201100600000",92497,"General Purpose",137002,101000,36002,0,0,0,0,0,0,0,0,512887,3025,0,538107,146464,907555,0,0,0,1054019,FALSE,"1600000US1739909","Kincaid village","Illinois",1349,"IL","VILLAGE OF KINCAID","KINCAID","CHRISTIAN"
"4539","Waukomis","37202401300000",125611,"General Purpose",2972496,2840000,104672,0,0,0,27824,0,0,0,0,908486,28215,20432,450175,-155043,1562351,0,0,0,1407308,FALSE,"1600000US4079200","Waukomis town","Oklahoma",1349,"OK","TOWN OF WAUKOMIS","WAUKOMIS","GARFIELD"
"4540","Stanton","23205900900000",80808,"General Purpose",2572711,2526000,42585,0,0,0,0,52393,0,0,4126,620083,477897,0,544204,91588,1550596,0,0,0,1642184,FALSE,"1600000US2676220","Stanton city","Michigan",1348,"MI","CITY OF STANTON","STANTON","MONTCALM"
"4541","Yutan","28207801500000",109752,"General Purpose",978030,909110,68920,0,0,0,0,0,0,0,0,454439,0,902345,769590,1278736,847638,0,0,0,2126374,FALSE,"1600000US3154115","Yutan city","Nebraska",1347,"NE","CITY OF YUTAN","YUTAN","SAUNDERS"
"4542","Mancelona","23200500500000",79591,"General Purpose",155481,0,51081,0,0,79000,0,0,0,0,25400,45902,190855,87088,440258,31453,732650,0,0,0,764103,FALSE,"1600000US2650620","Mancelona village","Michigan",1344,"MI","VILLAGE OF MANCELONA","MANCELONA","ANTRIM"
"4543","Vienna","14204400700000",74323,"General Purpose",1512200,1310000,52450,49750,100000,0,440432,0,0,0,0,1142314,126793,100000,1266574,205058,2430623,0,0,0,2635681,FALSE,"1600000US1777863","Vienna city","Illinois",1343,"IL","CITY OF VIENNA","VIENNA","JOHNSON"
"4544","Toluca","14206200500000",74232,"General Purpose",732946,467000,25361,0,224055,0,16530,0,0,0,0,689783,0,3450,821339,-72224,1586796,0,0,0,1514572,FALSE,"1600000US1775653","Toluca city","Illinois",1340,"IL","CITY OF TOLUCA","TOLUCA","MARSHALL"
"4545","Logansport","19201600200000",95163,"General Purpose",3127067,0,123653,0,2847669,0,0,0,0,0,0,1370658,0,344335,640587,662472,1693108,0,0,0,2355580,FALSE,"1600000US2245040","Logansport town","Louisiana",1340,"LA","TOWN OF LOGANSPORT","LOGANSPORT","DE SOTO"
"4546","Lakewood Club","23206180100000",110229,"General Purpose",8556,0,8556,0,0,0,0,0,0,0,0,79982,0,0,567086,50424,596644,0,0,0,647068,FALSE,"1600000US2645340","Lakewood Club village","Michigan",1340,"MI","VILLAGE OF LAKEWOOD CLUB","TWIN LAKE","MUSKEGON"
"4547","Red Lake Falls","24206300400000",117375,"General Purpose",6264954,2000787,293710,0,3253800,454117,245814,0,0,0,0,968029,321211,1872372,1488299,2574803,2075108,0,0,0,4649911,FALSE,"1600000US2753476","Red Lake Falls city","Minnesota",1339,"MN","CITY OF RED LAKE FALLS","RED LAKE FALLS","RED LAKE"
"4548","Dover","04205800200000",101754,"General Purpose",49318,850000,49318,0,0,0,863661,0,0,0,62906,0,0,0,1044296,162408,881888,0,0,0,1044296,FALSE,"1600000US0519600","Dover city","Arkansas",1337,"AR","CITY OF DOVER","DOVER","POPE"
"4549","Osborne","17207100400000",114712,"General Purpose",0,212000,0,0,162558,0,657714,0,0,0,0,0,0,0,5651729,401494,5250235,0,0,0,5651729,FALSE,"1600000US2053325","Osborne city","Kansas",1335,"KS","CITY OF OSBORNE","OSBORNE","OSBORNE"
