acfrs_original_name,id,year,total_liabilities,bonds_outstanding,current_liabilities,leases,loans_outstanding,notes_outstanding,net_pension_liability,net_pension_assets,net_opeb_liability,net_opeb_assets,compensated_absences,charges_for_services,operating_grants,capital_grants,general_revenue,change_in_net_position,expenses,total_operating_revenues,non_operating_revenues,capital_contributions,revenues,name,ratio,ratio_group,state,NCES District ID,nces_original_name,county,student
Miami Independent School District,163789,2020,22015765,20337945,177899,0,0,0,727442,0,772479,0,0,162900,332814,0,7653076,1060482,7088308,0,0,0,8148790,miami,2.7017219734463644,1 - 5%,Texas,4830480,MIAMI ISD,Roberts County,190
Nuestro Elementary School District,146443,2020,1509034,0,132741,0,0,0,1376293,0,0,0,0,12072,207562,0,1917199,257275,1879558,0,0,0,2136833,nuestro elementary,0.7062011865222972, Below 1%,California,0627750,Nuestro Elementary,Sutter County,190
Oakwood Independent School District,163829,2020,2910047,1315930,191241,0,0,0,601810,0,801066,0,0,11646,699891,0,2881433,99952,3493018,0,0,0,3592970,oakwood,0.809927998285541, Below 1%,Texas,4833340,OAKWOOD ISD,Leon County,189
Paradise Elementary School District,146489,2020,2778333,305000,285295,0,0,0,1821623,0,366415,0,0,138851,202989,793,2149141,-48034,2539808,0,0,0,2491774,paradise elementary,1.11500200258932,1 - 5%,California,0629790,Paradise Elementary,Stanislaus County,189
Walnut Springs Independent School District,164034,2020,2685484,0,150389,110000,0,0,698689,0,1726406,0,0,27602,508852,0,2369383,71965,2833872,0,0,0,2905837,walnut springs,0.9241688367241521, Below 1%,Texas,4844520,WALNUT SPRINGS ISD,Bosque County,188
Shiloh Elementary School District,146648,2020,2131780,0,207512,0,0,0,1924268,0,0,0,0,90766,204379,0,2255223,292258,2258110,0,0,0,2550368,shiloh elementary,0.8358715291283454, Below 1%,California,0636660,Shiloh Elementary,Stanislaus County,187
Richards Independent School District,163901,2020,1371955,187228,222159,0,0,0,374993,0,587575,0,0,15198,293833,0,2222437,170064,2361404,0,0,0,2531468,richards,0.5419602380910997, Below 1%,Texas,4836990,RICHARDS ISD,Grimes County,186
Three Way Independent School District,163999,2020,1699734,0,227141,0,0,567277,363186,0,542130,0,0,1077,398991,0,2164149,-51741,2615958,0,0,0,2564217,three way,0.6628666762602385, Below 1%,Texas,4842720,THREE WAY ISD,Erath County,186
Marcum-Illinois Union Elementary School District,146353,2020,3066853,0,301143,338382,0,0,2427328,0,0,0,0,100217,287575,0,2393704,-257421,3038917,0,0,0,2781496,marcum-illinois union elementary,1.1025911955293122,1 - 5%,California,0623800,Marcum-Illinois Union Elementary,Sutter County,185
New Hope Elementary School District,146429,2020,3359645,0,175587,0,0,0,2510542,0,668936,0,4580,111260,371195,197,2298982,11195,2770439,0,0,0,2781634,new hope elementary,1.2077954899889778,1 - 5%,California,0626970,New Hope Elementary,San Joaquin County,185
Newman Grove Public Schools,109344,2020,0,8930000,0,13900,0,0,874495,0,0,0,0,64546,371701,0,3825354,-5846526,10108127,0,0,0,4261601,newman grove,0, Below 1%,Nebraska,3174340,NEWMAN GROVE PUBLIC SCHOOLS,Madison County,185
Cayucos Elementary School District,146003,2020,12905093,8690918,399881,0,0,0,3324826,0,478246,0,11222,60921,561206,0,3951300,-135562,4708989,0,0,0,4573427,cayucos elementary,2.821755545677235,1 - 5%,California,0607840,Cayucos Elementary,San Luis Obispo County,184
Mid Peninsula School District,161505,2020,4162360,0,81679,0,0,708000,2753470,0,619211,0,0,40239,678034,0,1665836,223438,2160671,0,0,0,2384109,mid peninsula,1.7458765517851742,1 - 5%,Michigan,2623830,Mid Peninsula School District,Delta County,184
Silverton Independent School District,163949,2020,9510846,7543220,472467,0,0,0,522843,0,972316,0,0,43390,443104,0,3312562,435106,3363950,0,0,0,3799056,silverton,2.503476126700949,1 - 5%,Texas,4840290,SILVERTON ISD,Briscoe County,184
Ewen-Trout Creek Consolidated School District,161530,2020,11264193,5915000,303364,0,0,0,4127913,0,885410,0,32506,24162,885127,0,2483066,77699,3314656,0,0,0,3392355,ewen-trout creek consolidated,3.3204641023713615,1 - 5%,Michigan,2600014,Ewen-Trout Creek Consolidated School District,Ontonagon County,183
Johnstonville Elementary School District,146240,2020,1637023,0,109660,0,0,0,1526207,0,0,0,1156,14872,78607,0,1989570,96272,1986777,0,0,0,2083049,johnstonville elementary,0.7858782966699295, Below 1%,California,0619050,Johnstonville Elementary,Lassen County,183
Kopperl Independent School District,163698,2020,2104471,0,246271,149857,0,0,608761,0,1099582,0,0,26991,548683,0,2306064,-132177,3013915,0,0,0,2881738,kopperl,0.7302783944966544, Below 1%,Texas,4825890,KOPPERL ISD,Bosque County,183
Lake Elementary School District,146280,2020,2674443,0,938913,0,0,0,1602321,0,133209,0,0,123432,67614,4674719,1963312,4719664,2109413,0,0,0,6829077,lake elementary,0.39162583757658614, Below 1%,California,0620610,Lake Elementary,Glenn County,183
Wildorado Independent School District,164105,2020,11845580,10745000,75623,0,0,0,451510,0,573447,0,0,100672,282271,0,3378016,512271,3248688,0,0,0,3760959,wildorado,3.149616892925448,1 - 5%,Texas,4845840,WILDORADO ISD,Oldham County,183
Grandfalls-Royalty Independent School District,163613,2020,12732234,10703991,154212,0,0,0,583275,0,1290756,0,0,30433,379771,0,3743495,772905,3380794,0,0,0,4153699,grandfalls-royalty,3.0652760346861916,1 - 5%,Texas,4821480,GRANDFALLS-ROYALTY ISD,Ward County,182
Reeds Creek Elementary School District,146547,2020,1630744,0,216310,0,0,0,1412224,0,0,0,2210,25849,235723,0,1778928,-31677,2072177,0,0,0,2040500,reeds creek elementary,0.7991884342073021, Below 1%,California,0632250,Reeds Creek Elementary,Tehama County,182
Shasta County Office of Education,31719,2020,44048196,0,12196211,0,0,0,31141622,0,63457,20605,646906,3650817,46800362,0,19220401,1883554,67788026,0,0,0,69671580,shasta  office of education,0.6322261673985289, Below 1%,California,0691037,Shasta County Office of Education,Shasta County,182
Clear Creek Elementary School District,146028,2020,1814196,0,87585,0,0,0,1716398,0,0,0,10213,36629,179387,0,1626496,67982,1774530,0,0,0,1842512,clear creek elementary,0.9846318504302821, Below 1%,California,0608880,Clear Creek Elementary,Nevada County,181
New Hanover Township Board of Education,168081,2020,1213530,367927,9277,21828,0,0,699284,0,0,0,115214,35966,1801735,0,3915838,-299090,6052629,27113,65619,0,5753539,new hanover township,0.21091887966693196, Below 1%,New Jersey,3411250,New Hanover Township,Burlington County,180
Whitharral Independent School District,164104,2020,3141044,1530000,308956,0,0,61945,458579,0,650274,0,0,54810,332614,0,2498773,127169,2759028,0,0,0,2886197,whitharral,1.0882985464956134,1 - 5%,Texas,4845690,WHITHARRAL ISD,Hockley County,180
Dew Independent School District,163545,2020,1690410,300000,279209,0,0,0,464060,0,647141,0,0,79561,340656,0,2493557,-53207,2966981,0,0,0,2913774,dew,0.5801445136101839, Below 1%,Texas,4816980,DEW ISD,Freestone County,179
Belleview Elementary School District,145926,2020,2196315,0,206658,0,0,0,1989657,0,0,0,0,117005,273164,0,2160876,-324415,2875460,0,0,0,2551045,belleview elementary,0.8609471804691803, Below 1%,California,0604500,Belleview Elementary,Tuolumne County,177
St. Edward Public Schools,108713,2020,0,0,0,0,0,0,892711,0,0,0,0,99639,397358,0,2773302,-321080,3591379,0,0,0,3270299,st edward,0, Below 1%,Nebraska,3176980,ST EDWARD PUBLIC SCHOOLS,Boone County,177
Valley Home Joint Elementary School District,146743,2020,3860832,2088865,154570,32685,0,0,1494533,0,88243,0,1936,92458,204905,0,1785908,-89584,2172855,0,0,0,2083271,valley home joint elementary,1.8532548093838968,1 - 5%,California,0640800,Valley Home Joint Elementary,Stanislaus County,177
Big Springs Union Elementary School District,145940,2020,1937196,0,45817,0,0,0,1891379,0,0,0,0,120216,470020,0,1775661,-61855,2427752,0,0,0,2365897,big springs union elementary,0.8187998040489506, Below 1%,California,0604980,Big Springs Union Elementary,Siskiyou County,175
Douglas City Elementary School District,146080,2020,2012093,0,93142,0,0,0,1806309,0,112642,0,0,24636,508243,0,1927728,66670,2393937,0,0,0,2460607,douglas city elementary,0.8177222124459533, Below 1%,California,0611430,Douglas City Elementary,Trinity County,175
Southeast Island School District,65158,2020,4716901,0,1072079,0,0,0,3572020,0,65448,180494,7354,103885,1034663,790619,6337440,907518,7359089,0,0,0,8266607,southeast island,0.5705969813249862, Below 1%,Alaska,0200700,Southeast Island School District,Prince of Wales-Hyder Census Area,175
Exeter-Milligan Public Schools,109108,2020,0,0,0,0,0,0,1003550,0,0,0,0,150952,257294,0,4925771,61677,5272340,0,0,0,5334017,exeter-milligan,0, Below 1%,Nebraska,3100133,EXETER-MILLIGAN PUBLIC SCHOOLS,Fillmore County,174
Montague Independent School District,163799,2020,1971816,0,120005,333550,849045,0,248293,0,420923,0,0,30747,309799,0,2172839,686971,1826414,0,0,0,2513385,montague,0.784526047541463, Below 1%,Texas,4831200,MONTAGUE ISD,Montague County,174
Scotia Union Elementary School District,146633,2020,2890002,0,167859,0,0,0,1960484,0,761659,0,0,9672,498172,1811,1824202,-641343,2975200,0,0,0,2333857,scotia union elementary,1.2382943770762305,1 - 5%,California,0636100,Scotia Union Elementary,Humboldt County,174
Murchison Independent School District,163813,2020,1224150,100000,9536,0,294991,0,328403,0,491220,0,0,13685,395451,0,2061850,196283,2274703,0,0,0,2470986,murchison,0.49540952478079603, Below 1%,Texas,4832010,MURCHISON ISD,Henderson County,173
Rocky Mountain School District,147542,2020,0,0,0,34032,0,0,0,0,0,0,0,0,0,0,2074101,-116618,2190719,0,0,0,2074101,rocky mountain,0, Below 1%,Oklahoma,4026250,ROCKY MOUNTAIN,Adair County,173
Shickley Public Schools,109612,2020,0,1555000,0,0,0,0,0,0,0,0,0,50859,254367,0,3657194,1197,3961223,0,0,0,3962420,shickley,0, Below 1%,Nebraska,3176650,SHICKLEY PUBLIC SCHOOLS,Fillmore County,173
Taliaferro County Board of Education,189253,2020,7395162,0,268544,100416,0,0,4115618,0,2910584,0,0,16821,3226965,0,1731846,-747335,5722967,0,0,0,4975632,taliaferro,1.4862759142959125,1 - 5%,Georgia,1304680,Taliaferro County,Taliaferro County,172
Texhoma Independent School District,163989,2020,880134,0,109792,0,0,0,289581,0,480761,0,0,52998,254284,0,1679488,167006,1819764,0,0,0,1986770,texhoma,0.44299742798612823, Below 1%,Texas,4842540,TEXHOMA ISD,Sherman County,172
Trinidad Independent School District,164007,2020,2274989,740155,308349,41280,20268,0,469391,0,669996,0,0,12667,502897,0,2185936,58174,2643326,0,0,0,2701500,trinidad,0.8421206736997964, Below 1%,Texas,4843170,TRINIDAD ISD,Henderson County,172
Cold Spring Elementary School District,146035,2020,7938936,4104184,236730,0,0,0,3430815,0,154531,0,12676,59093,642511,0,4889471,768856,4822219,0,0,0,5591075,cold spring elementary,1.4199301565441351,1 - 5%,California,0609270,Cold Spring Elementary,Santa Barbara County,171
High Island Independent School District,163652,2020,1723821,352775,233640,0,0,0,462961,0,674445,0,0,95758,284396,0,2726547,-111676,3218377,0,0,0,3106701,high island,0.55487187212416, Below 1%,Texas,4823160,HIGH ISLAND ISD,Galveston County,171
Chicago Park Elementary School District,146016,2020,2277460,0,488354,0,0,0,1767650,0,0,0,1456,12894,215172,0,1640970,-265388,2134424,0,0,0,1869036,chicago park elementary,1.218521205584055,1 - 5%,California,0608340,Chicago Park Elementary,Nevada County,170
Elgin Public Schools,108640,2020,0,0,0,0,0,0,891738,0,0,0,0,0,132335,0,3332458,-316511,3781304,0,0,0,3464793,elgin,0, Below 1%,Nebraska,3170050,ELGIN PUBLIC SCHOOLS,Antelope County,170
Lefors Independent School District,163713,2020,3691831,2561837,134995,0,0,0,452267,0,542732,0,0,49900,369183,0,2469179,5025,2883237,0,0,0,2888262,lefors,1.2782188734955486,1 - 5%,Texas,4827090,LEFORS ISD,Gray County,170
Roberts Ferry Union Elementary School District,146565,2020,2108686,0,288994,0,0,0,1751769,0,0,0,67923,104422,294210,0,1941490,216281,2123841,0,0,0,2340122,roberts ferry union elementary,0.9011008827744879, Below 1%,California,0633210,Roberts Ferry Union Elementary,Stanislaus County,170
Gause Independent School District,163599,2020,1029437,0,131599,0,0,0,343314,0,554524,0,0,19088,364167,0,2373481,538793,2217943,0,0,0,2756736,gause,0.37342603716859357, Below 1%,Texas,4820520,GAUSE ISD,Milam County,169
Jayton-Girard Independent School District,163678,2020,3343489,1338372,174540,0,0,0,809290,0,997568,0,23719,125163,360929,4567044,5714897,3039152,7728881,0,0,0,10768033,jayton-girard,0.31050137012024387, Below 1%,Texas,4824660,JAYTON-GIRARD ISD,Kent County,169
Malone Independent School District,163740,2020,2163255,801000,166805,183000,0,0,376167,0,636283,0,0,42355,434277,0,2543008,714582,2305058,0,0,0,3019640,malone,0.7163950007285637, Below 1%,Texas,4828800,MALONE ISD,Hill County,169
Dunham Elementary School District,146086,2020,2156607,0,125761,53987,0,0,1976859,0,0,0,0,15952,217968,6182,1902993,-143124,2286219,0,0,0,2143095,dunham elementary,1.0063049001560826,1 - 5%,California,0611610,Dunham Elementary,Sonoma County,168
Leyton Public Schools,108671,2020,0,0,0,0,0,0,901174,0,0,0,4997,53273,214363,0,3708684,-306386,4282706,0,0,0,3976320,leyton,0, Below 1%,Nebraska,3100072,LEYTON PUBLIC SCHOOLS,Cheyenne County,167
Rising Star Independent School District,163907,2020,1084539,0,118485,0,0,0,390543,0,575511,0,0,38433,470973,0,2133162,275956,2366612,0,0,0,2642568,rising star,0.4104110092909624, Below 1%,Texas,4837230,RISING STAR ISD,Eastland County,167
Mupu Elementary School District,146417,2020,1513916,0,290169,0,0,0,1223747,0,0,0,0,19604,253774,0,1645154,-100472,2019004,0,0,0,1918532,mupu elementary,0.7891012503309822, Below 1%,California,0626460,Mupu Elementary,Ventura County,166
Monroe Elementary School District,146387,2020,3333556,917385,223713,0,5983,0,2013282,0,120417,0,0,977,554557,0,2001533,-203573,2760640,0,0,0,2557067,monroe elementary,1.303663924332057,1 - 5%,California,0625290,Monroe Elementary,Fresno County,165
Oglesby Independent School District,163832,2020,1384757,0,135811,66079,0,0,485016,0,697851,0,0,39357,506976,0,2146229,69461,2623101,0,0,0,2692562,oglesby,0.5142897359466561, Below 1%,Texas,4833420,OGLESBY ISD,Coryell County,165
Blue Lake Union Elementary School District,145950,2020,4798153,2202317,145804,0,0,0,2156208,0,293824,0,0,21652,641377,0,1978733,-60663,2702425,0,0,0,2641762,blue lake union elementary,1.816269974358023,1 - 5%,California,0605400,Blue Lake Union Elementary,Humboldt County,164
Dime Box Independent School District,163547,2020,5265805,2900000,613633,401452,0,0,486560,0,663935,0,0,21318,449110,0,2726845,167246,3030027,0,0,0,3197273,dime box,1.6469675876911356,1 - 5%,Texas,4817130,DIME BOX ISD,Lee County,164
Pond Union Elementary School District,146525,2020,2510944,0,192093,16213,0,0,2295997,0,0,0,6641,52,498410,0,2478342,-374766,3351570,0,0,0,2976804,pond union elementary,0.8435033008555485, Below 1%,California,0631350,Pond Union Elementary,Kern County,164
Coupland Independent School District,163523,2020,6376684,5166813,250032,0,0,0,399454,0,560385,0,0,53222,268912,0,1996458,167405,2151187,0,0,0,2318592,coupland,2.7502398007066358,1 - 5%,Texas,4815420,COUPLAND ISD,Williamson County,163
Hallsburg Independent School District,163624,2020,3460213,2142130,302784,0,0,0,429128,0,586171,0,0,72492,219130,0,2134615,63584,2362653,0,0,0,2426237,hallsburg,1.426164467857015,1 - 5%,Texas,4822140,HALLSBURG ISD,McLennan County,163
