ncesid,nces_original_name,county_nces,city_nces,state,student
1806030,Logansport Community Sch Corp,Cass County,Logansport,IN,4304.00000
4827930,LOHN ISD,McCulloch County,LOHN,TX,74.00000
0622320,Loleta Union Elementary,Humboldt County,Loleta,CA,100.00000
3017130,Lolo Elem,Missoula County,Lolo,MT,532.00000
0622350,Loma Prieta Joint Union Elementary,Santa Cruz County,Los Gatos,CA,493.00000
1723460,Lombard SD 44,DuPage County,Lombard,IL,3143.00000
4022950,LOMEGA,Kingfisher County,Omega,OK,221.00000
4827960,LOMETA ISD,Lampasas County,LOMETA,TX,341.00000
5508220,Lomira School District,Dodge County,Lomira,WI,1088.00000
0622410,Lompoc Unified,Santa Barbara County,Lompoc,CA,9631.00000
3904425,London City,Madison County,London,OH,2165.00000
4827990,LONDON ISD,Nueces County,CORPUS CHRISTI,TX,1201.00000
3304410,Londonderry School District,Rockingham County,Londonderry,NH,4237.00000
4018090,LONE GROVE,Carter County,Lone Grove,OK,1441.00000
2919230,LONE JACK C-6,Jackson County,LONE JACK,MO,730.00000
4828020,LONE OAK ISD,Hunt County,LONE OAK,TX,993.00000
0622440,Lone Pine Unified,Inyo County,Lone Pine,CA,329.00000
3017190,Lone Rock Elem,Ravalli County,Stevensville,MT,191.00000
4018240,LONE STAR,Creek County,Sapulpa,OK,931.00000
0805340,Lone Star School District No. 101,Washington County,OTIS,CO,130.00000
3811610,LONE TREE 6,Golden Valley County,Golva,ND,34.00000
1917550,Lone Tree Comm School District,Johnson County,Lone Tree,IA,483.00000
4018270,LONE WOLF,Kiowa County,Lone Wolf,OK,107.00000
2919200,LONEDELL R-14,Franklin County,LONEDELL,MO,303.00000
5900045,Loneman Day School,Oglala Lakota County,Oglala,SD,241.00000
3617730,LONG BEACH CITY SCHOOL DISTRICT,Nassau County,LONG BEACH,NY,3857.00000
3408910,Long Beach Island Consolidated School District,Ocean County,SHIP BOTTOM,NJ,224.00000
2802670,LONG BEACH SCHOOL DIST,Harrison County,Long Beach,MS,3115.00000
0622500,Long Beach Unified,Los Angeles County,Long Beach,CA,71712.00000
3408940,LONG BRANCH PUBLIC SCHOOL District,Monmouth County,LONG BRANCH,NJ,5853.00000
1303360,Long County,Long County,Ludowici,GA,3876.00000
4107530,Long Creek SD 17,Grant County,Long Creek,OR,39.00000
3412660,Long Hill Township School District,Morris County,Gillette,NJ,894.00000
2300009,Long Island Public Schools,Cumberland County,Long Island,ME,13.00000
3617760,LONG LAKE CENTRAL SCHOOL DISTRICT,Hamilton County,LONG LAKE,NY,65.00000
2700109,LONG PRAIRIE-GREY EAGLE SCHOOL DIST,Todd County,LONG PRAIRIE,MN,955.00000
2506990,Longmeadow,Hampden County,Longmeadow,MA,2847.00000
4828110,LONGVIEW ISD,Gregg County,LONGVIEW,TX,8575.00000
5304470,Longview School District,Cowlitz County,LONGVIEW,WA,6710.00000
3619230,LONGWOOD CENTRAL SCHOOL DISTRICT,Suffolk County,YAPHANK,NY,9179.00000
0509060,LONOKE SCHOOL DISTRICT,Lonoke County,LONOKE,AR,1725.00000
1806060,Loogootee Community Sch Corp,Martin County,Loogootee,IN,796.00000
4018390,LOOKEBA SICKLES,Caddo County,Lookeba,OK,235.00000
3172990,LOOMIS PUBLIC SCHOOLS,Phelps County,LOOMIS,NE,250.00000
0622560,Loomis Union Elementary,Placer County,Loomis,CA,3011.00000
5304500,Loon Lake School District,Stevens County,LOON LAKE,WA,199.00000
4828140,LOOP ISD,Gaines County,LOOP,TX,157.00000
3409000,Lopatcong Township School District,Warren County,Phillipsburg,NJ,736.00000
5304530,Lopez School District,San Juan County,LOPEZ ISLAND,WA,241.00000
3904426,Lorain City,Lorain County,Lorain,OH,6084.00000
4828170,LORAINE ISD,Mitchell County,LORAINE,TX,158.00000
3501620,LORDSBURG MUNICIPAL SCHOOLS,Hidalgo County,LORDSBURG,NM,487.00000
3905020,Lordstown Local,Trumbull County,Warren,OH,447.00000
4828200,LORENA ISD,McLennan County,LORENA,TX,1752.00000
4828230,LORENZO ISD,Crosby County,LORENZO,TX,243.00000
0622590,Los Alamitos Unified,Orange County,Los Alamitos,CA,9697.00000
3501650,LOS ALAMOS PUBLIC SCHOOLS,Los Alamos County,LOS ALAMOS,NM,3752.00000
0622650,Los Altos Elementary,Santa Clara County,Los Altos,CA,3999.00000
0691078,Los Angeles County Office of Education,Los Angeles County,Downey,CA,1920.00000
0622710,Los Angeles Unified,Los Angeles County,Los Angeles,CA,483234.00000
0622740,Los Banos Unified,Merced County,Los Banos,CA,11084.00000
4828290,LOS FRESNOS CISD,Cameron County,LOS FRESNOS,TX,10660.00000
0622830,Los Gatos Union Elementary,Santa Clara County,Los Gatos,CA,2978.00000
0622800,Los Gatos-Saratoga Union High,Santa Clara County,Los Gatos,CA,3542.00000
3501680,LOS LUNAS PUBLIC SCHOOLS,Valencia County,LOS LUNAS,NM,8540.00000
0622860,Los Molinos Unified,Tehama County,Los Molinos,CA,576.00000
0622890,Los Nietos,Los Angeles County,Whittier,CA,1496.00000
0622920,Los Olivos Elementary,Santa Barbara County,Los Olivos,CA,144.00000
0622950,Lost Hills Union Elementary,Kern County,Lost Hills,CA,287.00000
1700120,Lostant CUSD 425,LaSalle County,Lostant,IL,56.00000
4702520,Loudon County,Loudon County,Loudon,TN,4876.00000
3904546,Loudonville-Perrysville Exempted Village,Ashland County,Loudonville,OH,1022.00000
5102250,LOUDOUN CO PBLC SCHS,Loudoun County,Ashburn,VA,83606.00000
5102280,LOUISA CO PBLC SCHS,Louisa County,Mineral,VA,4987.00000
1917820,Louisa-Muscatine Comm School District,Louisa County,Letts,IA,862.00000
2008970,Louisburg,Miami County,Louisburg,KS,1804.00000
4828350,LOUISE ISD,Wharton County,LOUISE,TX,530.00000
2919260,LOUISIANA R-II,Pike County,LOUISIANA,MO,716.00000
2200017,Louisiana School for Math Science & the Arts,Natchitoches Parish,Natchitoches,LA,358.00000
3904987,Louisville City,Stark County,Louisville,OH,2781.00000
2802700,LOUISVILLE MUNICIPAL SCHOOL DIST,Winston County,LOUISVILLE,MS,2728.00000
3173050,LOUISVILLE PUBLIC SCHOOLS,Cass County,LOUISVILLE,NE,685.00000
3173090,LOUP CITY PUBLIC SCHOOLS,Sherman County,LOUP CITY,NE,341.00000
3173120,LOUP COUNTY PUBLIC SCHOOLS,Loup County,TAYLOR,NE,74.00000
4828380,LOVEJOY ISD,Collin County,ALLEN,TX,4365.00000
4828410,LOVELADY ISD,Houston County,LOVELADY,TX,507.00000
3904427,Loveland City,Hamilton County,Loveland,OH,4583.00000
3501710,LOVING MUNICIPAL SCHOOLS,Eddy County,LOVING,NM,638.00000
3501740,LOVINGTON MUNICIPAL SCHOOLS,Lea County,LOVINGTON,NM,3810.00000
2507020,Lowell,Middlesex County,Lowell,MA,14434.00000
2622050,Lowell Area Schools,Kent County,LOWELL,MI,3774.00000
0623010,Lowell Joint,Los Angeles County,Whittier,CA,3147.00000
2300063,Lowell Public Schools,Penobscot County,Lee,ME,4.00000
5005220,Lowell School District,Orleans County,Lowell,VT,95.00000
4107590,Lowell SD 71,Lane County,Lowell,OR,860.00000
3904833,Lowellville Local,Mahoning County,Lowellville,OH,467.00000
5900085,Lower Brule Day School,Lyman County,Lower Brule,SD,277.00000
3409090,Lower Cape May Regional School District,Cape May County,Cape May,NJ,1321.00000
4214100,Lower Dauphin SD,Dauphin County,Hummelstown,PA,3719.00000
0200001,Lower Kuskokwim School District,Bethel Census Area,Bethel,AK,4245.00000
4214160,Lower Merion SD,Montgomery County,Ardmore,PA,8797.00000
4214190,Lower Moreland Township SD,Montgomery County,Huntingdon Valley,PA,2394.00000
3409150,Lower Township Elementary School District,Cape May County,Cape May,NJ,1637.00000
0200003,Lower Yukon School District,Kusilvak Census Area,Mountain Village,AK,2027.00000
2802730,LOWNDES CO SCHOOL DIST,Lowndes County,COLUMBUS,MS,5528.00000
0102160,Lowndes County,Lowndes County,Hayneville,AL,1281.00000
1303390,Lowndes County,Lowndes County,Valdosta,GA,10848.00000
1740920,Lowpoint-Washburn CUSD 21,Woodford County,Washburn,IL,340.00000
4018480,LOWREY,Cherokee County,Tahlequah,OK,127.00000
3617820,LOWVILLE ACADEMY & CENTRAL SCHOOL DISTRICT,Lewis County,LOWVILLE,NY,1364.00000
5508250,Loyal School District,Clark County,Loyal,WI,492.00000
4214310,Loyalsock Township SD,Lycoming County,Williamsport,PA,1576.00000
4209932,Loysville Youth Dev Ctr,Perry County,Loysville,PA,53.00000
2200022,LSU Laboratory School,East Baton Rouge Parish,Baton Rouge,LA,1416.00000
4828500,LUBBOCK ISD,Lubbock County,LUBBOCK,TX,27348.00000
4815180,LUBBOCK-COOPER ISD,Lubbock County,LUBBOCK,TX,6975.00000
3904944,Lucas Local,Richland County,Lucas,OH,492.00000
0623040,Lucerne Elementary,Lake County,Lucerne,CA,293.00000
0600015,Lucerne Valley Unified,San Bernardino County,Lucerne Valley,CA,831.00000
0623080,Lucia Mar Unified,San Luis Obispo County,Arroyo Grande,CA,10265.00000
5508280,Luck School District,Polk County,Luck,WI,440.00000
2622200,Ludington Area School District,Mason County,LUDINGTON,MI,2157.00000
2507050,Ludlow,Hampden County,Ludlow,MA,2538.00000
1723700,Ludlow CCSD 142,Champaign County,Ludlow,IL,54.00000
2103630,Ludlow Independent,Kenton County,Ludlow,KY,855.00000
5000422,Ludlow Mt. Holly Unified Union School District,Windsor County,Ludlow,VT,317.00000
4828530,LUEDERS-AVOCA ISD,Jones County,LUEDERS,TX,105.00000
4828550,LUFKIN ISD,Angelina County,LUFKIN,TX,7869.00000
5900112,Lukachukai Community School,Apache County,Lukachukai,AZ,278.00000
4018570,LUKFATA,McCurtain County,Broken Bow,OK,394.00000
4828590,LULING ISD,Caldwell County,LULING,TX,1423.00000
4813530,LUMBERTON ISD,Hardin County,LUMBERTON,TX,4147.00000
3409180,Lumberton Township Board of Education,Burlington County,Lumberton,NJ,1194.00000
5900176,LUMMI ELEMENTARY SCHOOL,Whatcom County,Bellingham,WA,240.00000
5900115,LUMMI HIGH SCHOOL,Whatcom County,Bellingham,WA,117.00000
1303420,Lumpkin County,Lumpkin County,Dahlonega,GA,3854.00000
2507080,Lunenburg,Worcester County,Lunenburg,MA,1641.00000
5102310,LUNENBURG CO PBLC SCHS,Lunenburg County,Kenbridge,VA,1590.00000
3017340,Lustre Elem,Valley County,Frazer,MT,52.00000
4018630,LUTHER,Oklahoma County,Luther,OK,776.00000
0623130,Luther Burbank,Santa Clara County,San Jose,CA,517.00000
3017370,Luther Elem,Carbon County,Luther,MT,19.00000
2923400,LUTIE R-VI,Ozark County,THEODOSIA,MO,127.00000
1917880,LuVerne Comm School District,Kossuth County,LuVerne,IA,49.00000
2718330,LUVERNE PUBLIC SCHOOL DISTRICT,Rock County,LUVERNE,MN,1231.00000
5508340,Luxemburg-Casco School District,Kewaunee County,Luxemburg,WI,1925.00000
4828620,LYFORD CISD,Willacy County,LYFORD,TX,1449.00000
2718360,LYLE PUBLIC SCHOOL DISTRICT,Mower County,LYLE,MN,303.00000
5304590,Lyle School District,Klickitat County,LYLE,WA,277.00000
4644770,Lyman School District 42-1,Lyman County,Presho,SD,367.00000
3617880,LYME CENTRAL SCHOOL DISTRICT,Jefferson County,CHAUMONT,NY,352.00000
3304500,Lyme School District,Grafton County,Lyme,NH,198.00000
3617910,LYNBROOK UNION FREE SCHOOL DISTRICT,Nassau County,LYNBROOK,NY,2822.00000
5102340,LYNCHBURG CITY PBLC SCHS,Lynchburg city,Lynchburg,VA,8197.00000
3904763,Lynchburg-Clay Local,Highland County,Lynchburg,OH,1143.00000
3617940,LYNCOURT UNION FREE SCHOOL DISTRICT,Onondaga County,SYRACUSE,NY,416.00000
2718390,LYND PUBLIC SCHOOL DISTRICT,Lyon County,LYND,MN,188.00000
5304620,Lynden School District,Whatcom County,LYNDEN,WA,3656.00000
3409210,Lyndhurst School District,Bergen County,Lyndhurst,NJ,2600.00000
2009000,Lyndon,Osage County,Lyndon,KS,437.00000
3617970,LYNDONVILLE CENTRAL SCHOOL DISTRICT,Orleans County,LYNDONVILLE,NY,627.00000
2507110,Lynn,Essex County,Lynn,MA,16088.00000
2507140,Lynnfield,Essex County,Lynnfield,MA,2202.00000
1918030,Lynnville-Sully Comm School District,Jasper County,Sully,IA,553.00000
0623160,Lynwood Unified,Los Angeles County,Lynwood,CA,13245.00000
2103690,Lyon County,Lyon County,Eddyville,KY,970.00000
3200300,LYON COUNTY SCHOOL DISTRICT,Lyon County,YERINGTON,NV,9034.00000
2009030,Lyons,Rice County,Lyons,KS,810.00000
3618030,LYONS CENTRAL SCHOOL DISTRICT,Wayne County,LYONS,NY,919.00000
1723850,Lyons SD 103,Cook County,Lyons,IL,2398.00000
1723880,Lyons Twp HSD 204,Cook County,La Grange,IL,3989.00000
3173210,LYONS-DECATUR NORTHEAST SCHS,Burt County,LYONS,NE,290.00000
4828650,LYTLE ISD,Atascosa County,LYTLE,TX,1786.00000
2500036,Ma Academy for Math and Science,Worcester County,Worcester,MA,99.00000
4828680,MABANK ISD,Kaufman County,MABANK,TX,3682.00000
2718540,MABEL-CANTON PUBLIC SCHOOL DIST.,Fillmore County,MABEL,MN,291.00000
5304650,Mabton School District,Yakima County,MABTON,WA,869.00000
2700091,MACCRAY SCHOOL DISTRICT,Chippewa County,CLARA CITY,MN,763.00000
2307710,Machias Public Schools,Washington County,Machias,ME,485.00000
2300067,Machiasport Public Schools,Washington County,Machias,ME,82.00000
1601900,MACKAY JOINT DISTRICT,Custer County,MACKAY,ID,224.00000
2622230,Mackinac Island Public Schools,Mackinac County,Mackinac Island,MI,67.00000
2622260,Mackinaw City Public Schools,Emmet County,MACKINAW CITY,MI,141.00000
2919380,MACKS CREEK R-V,Camden County,MACKS CREEK,MO,327.00000
2009060,Macksville,Stafford County,Macksville,KS,208.00000
4018660,MACOMB,Pottawatomie County,Macomb,OK,268.00000
1723920,Macomb CUSD 185,McDonough County,Macomb,IL,2034.00000
2919410,MACON CO. R-I,Macon County,MACON,MO,1258.00000
2921880,MACON CO. R-IV,Macon County,NEW CAMBRIA,MO,109.00000
1303450,Macon County,Macon County,Oglethorpe,GA,1190.00000
0102190,Macon County,Macon County,Tuskegee,AL,1862.00000
4702550,Macon County,Macon County,Lafayette,TN,4018.00000
3702760,Macon County Schools,Macon County,Franklin,NC,4529.00000
1700069,Macon-Piatt Spec Educ Jnt Agr,Macon County,Decatur,IL,46.00000
1700197,Macon/Piatt ROE,Macon County,Decatur,IL,125.00000
1806090,Maconaquah School Corp,Miami County,Bunker Hill,IN,2160.00000
2307770,Macwahoc Plt School Dept,Penobscot County,Lee,ME,1.00000
3904870,Mad River Local,Montgomery County,Dayton,OH,3887.00000
2307800,Madawaska Public Schools,Aroostook County,Madawaska,ME,442.00000
3811700,MADDOCK 9,Benson County,Maddock,ND,129.00000
3904428,Madeira City,Hamilton County,Cincinnati,OH,1636.00000
2718570,MADELIA PUBLIC SCHOOL DISTRICT,Watonwan County,MADELIA,MN,615.00000
0691017,Madera County Superintendent of Schools,Madera County,Madera,CA,801.00000
0623340,Madera Unified,Madera County,Madera,CA,20119.00000
4018700,MADILL,Marshall County,Madill,OK,1747.00000
1201200,MADISON,Madison County,MADISON,FL,2552.00000
2919840,MADISON C-3,Monroe County,MADISON,MO,189.00000
3618080,MADISON CENTRAL SCHOOL DISTRICT,Madison County,MADISON,NY,498.00000
4639600,Madison Central School District 39-2,Lake County,Madison,SD,1169.00000
0100008,Madison City,Madison County,Madison,AL,11695.00000
5102370,MADISON CO PBLC SCHS,Madison County,Madison,VA,1659.00000
2802790,MADISON CO SCHOOL DIST,Madison County,Ridgeland,MS,13310.00000
1806120,Madison Consolidated Schools,Jefferson County,Madison,IN,2791.00000
0102220,Madison County,Madison County,Huntsville,AL,19478.00000
1303480,Madison County,Madison County,Danielsville,GA,4996.00000
2103720,Madison County,Madison County,Richmond,KY,12017.00000
4702580,Madison County,Madison County,Jackson,TN,12729.00000
3702820,Madison County Schools,Madison County,Marshall,NC,2244.00000
1723970,Madison CUSD 12,Madison County,Madison,IL,631.00000
1601920,MADISON DISTRICT,Madison County,REXBURG,ID,5406.00000
2622290,Madison District Public Schools,Oakland County,MADISON HEIGHTS,MI,1138.00000
0404500,Madison Elementary District (4270),Maricopa County,PHOENIX,AZ,5971.00000
3904612,Madison Local,Butler County,Middletown,OH,1467.00000
3904788,Madison Local,Lake County,Madison,OH,3000.00000
3904945,Madison Local,Richland County,Mansfield,OH,2964.00000
5508520,Madison Metropolitan School District,Dane County,Madison,WI,26842.00000
2201050,Madison Parish,Madison Parish,Tallulah,LA,1183.00000
3409240,Madison Public School District,Morris County,Madison,NJ,2636.00000
3173230,MADISON PUBLIC SCHOOLS,Madison County,MADISON,NE,548.00000
1700198,Madison ROE,Madison County,Edwardsville,IL,62.00000
0902280,Madison School District,New Haven County,Madison,CT,2610.00000
3304560,Madison School District,Carroll County,Tamworth,NH,143.00000
2622320,Madison School District (Lenawee),Lenawee County,ADRIAN,MI,1637.00000
1806240,Madison-Grant United School Corp,Grant County,Fairmount,IN,1115.00000
3904827,Madison-Plains Local,Madison County,London,OH,1163.00000
2009090,Madison-Virgil,Greenwood County,Madison,KS,235.00000
4828710,MADISONVILLE CISD,Madison County,MADISONVILLE,TX,2409.00000
1918180,Madrid Comm School District,Boone County,Madrid,IA,723.00000
3618090,MADRID-WADDINGTON CENTRAL SCHOOL DISTRICT,St. Lawrence County,MADRID,NY,711.00000
1724000,Maercker SD 60,DuPage County,Westmont,IL,1416.00000
0509150,MAGAZINE SCHOOL DISTRICT,Logan County,MAGAZINE,AR,590.00000
3501770,MAGDALENA MUNICIPAL SCHOOLS,Socorro County,MAGDALENA,NM,329.00000
0509190,MAGNET COVE SCHOOL DIST.,Hot Spring County,MALVERN,AR,753.00000
0623430,Magnolia Elementary,Orange County,Anaheim,CA,5678.00000
4828740,MAGNOLIA ISD,Montgomery County,MAGNOLIA,TX,13290.00000
0500044,MAGNOLIA SCHOOL DISTRICT,Columbia County,MAGNOLIA,AR,2788.00000
3409300,Magnolia School District,Camden County,Magnolia,NJ,408.00000
0623460,Magnolia Union Elementary,Imperial County,Brawley,CA,131.00000
2103750,Magoffin County,Magoffin County,Salyersville,KY,2075.00000
4214430,Mahanoy Area SD,Schuylkill County,Mahanoy City,PA,936.00000
2718660,MAHNOMEN PUBLIC SCHOOL DISTRICT,Mahnomen County,MAHNOMEN,MN,683.00000
1724060,Mahomet-Seymour CUSD 3,Champaign County,Mahomet,IL,3228.00000
3618120,MAHOPAC CENTRAL SCHOOL DISTRICT,Putnam County,MAHOPAC,NY,4013.00000
2718750,MAHTOMEDI PUBLIC SCHOOL DISTRICT,Washington County,MAHTOMEDI,MN,3338.00000
3409330,Mahwah Township Public School District,Bergen County,Mahwah,NJ,2913.00000
0404530,Maine Consolidated School District (4199),Coconino County,PARKS,AZ,128.00000
2314840,Maine Ocean School,Waldo County,Searsport,ME,14.00000
1724090,Maine Township HSD 207,Cook County,Park Ridge,IL,6275.00000
3618150,MAINE-ENDWELL CENTRAL SCHOOL DISTRICT,Broome County,ENDWELL,NY,2581.00000
3409360,Mainland Regional High School,Atlantic County,LINWOOD,NJ,1248.00000
2009140,Maize,Sedgwick County,Maize,KS,8000.00000
4828780,MALAKOFF ISD,Henderson County,MALAKOFF,TX,1428.00000
3173290,MALCOLM PUBLIC SCHOOLS,Lancaster County,MALCOLM,NE,619.00000
2507170,Malden,Middlesex County,Malden,MA,6481.00000
1724120,Malden CCSD 84,Bureau County,Malden,IL,92.00000
2919890,MALDEN R-I,Dunklin County,MALDEN,MO,968.00000
4100042,Malheur County SD 51,Malheur County,Vale,OR,3.00000
3017520,Malmborg Elem,Gallatin County,Bozeman,MT,12.00000
3618180,MALONE CENTRAL SCHOOL DISTRICT,Franklin County,MALONE,NY,2308.00000
4828800,MALONE ISD,Hill County,MALONE,TX,169.00000
2919920,MALTA BEND R-V,Saline County,MALTA BEND,MO,71.00000
4828830,MALTA ISD,Bowie County,NEW BOSTON,TX,236.00000
3017580,Malta K-12 Schools,Phillips County,Malta,MT,466.00000
0509240,MALVERN SCHOOL DISTRICT,Hot Spring County,MALVERN,AR,2009.00000
3618210,MALVERNE UNION FREE SCHOOL DISTRICT,Nassau County,MALVERNE,NY,1783.00000
3618240,MAMARONECK UNION FREE SCHOOL DISTRICT,Westchester County,MAMARONECK,NY,5626.00000
0509270,MAMMOTH SPRING SCHOOL DISTRICT,Fulton County,MAMMOTH SPRING,AR,520.00000
0623530,Mammoth Unified,Mono County,Mammoth Lakes,CA,1189.00000
0404570,Mammoth-San Manuel Unified District (4439),Pinal County,SAN MANUEL,AZ,604.00000
3409390,Manalapan-Englishtown Regional Schools School District,Monmouth County,Englishtown,NJ,4910.00000
3409420,Manasquan School District,Monmouth County,Manasquan,NJ,1516.00000
5102360,MANASSAS CITY PBLC SCHS,Manassas city,Manassas,VA,7789.00000
5102390,MANASSAS PARK CITY PBLC SCHS,Manassas Park city,Manassas Park,VA,3640.00000
1201230,MANATEE,Manatee County,BRADENTON,FL,50088.00000
5508550,Manawa School District,Waupaca County,Manawa,WI,632.00000
2622350,Mancelona Public Schools,Antrim County,MANCELONA,MI,944.00000
4702610,Manchester,Coffee County,Manchester,TN,1475.00000
1806270,Manchester Community Schools,Wabash County,N Manchester,IN,1581.00000
2622380,Manchester Community Schools,Washtenaw County,MANCHESTER,MI,871.00000
2500067,Manchester Essex Regional,Essex County,Manchester,MA,1370.00000
3900537,Manchester Local,Adams County,Manchester,OH,812.00000
3905000,Manchester Local,Summit County,Akron,OH,1279.00000
